Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,EPC,Heating,Floor space,Fully furnished,Floor,Building type,Age,Designe,New-build,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Condition,Balcony,Parking,Garage,Cellar,Lift,Terrace,Terasa 14 m²,Lodžie 5 m²,Balkón 3 m²,Sklep 3 m²,Administrative fee,Lodžie 2 m²,Terasa 18 m²,Balkón 2 m²,Sklep 2 m²,Reconstruction,Balkón 14 m²,Balkón 19 m²,Sklep 4 m²,Terasa 19 m²,Lodžie 19 m²,Balkón 6 m²,Terasa 3 m²,Sklep 1 m²,Balkón 5 m²,Domácí mazlíčci vítáni,Lodžie 3 m²,Balkón 8 m²,Balkón 11 m²,Balkón 15 m²,Terasa 5 m²,Sklep 5 m²,Lodžie 6 m²,Balkón 10 m²,Balkón 16 m²,Terasa 37 m²,Lodžie 7 m²,Terasa 53 m²,Terasa 25 m²,Lodžie 4 m²,Sklep 6 m²,Balkón 4 m²,Sklep 1.5 m²,Lodžie 3.5 m²,Terasa 21 m²,Balkón 2.5 m²,Terasa 20 m²,Lodžie 8 m²,Terasa 16 m²,Balkón 7 m²,Balkón 1 m²,Sklep 25 m²,Balkón 12 m²,Balkón 1.5 m²,Terasa 30 m²,Balkón 40 m²,Terasa 50 m²,Balkón 4.21 m²,Sklep 36 m²,Sklep 7 m²,Terasa 8 m²,Sklep 6.1 m²,Terasa 40 m²,Terasa 15 m²,Enclosed balcony,Terasa 36 m²,Terasa 100 m²,Balkón 0 m²,Sklep 10 m²,Lodžie 10 m²,Terasa 60 m²,Terasa 7 m²,Balkón 72 m²,Lodžie 11 m²,Terasa 49 m²,Terasa 28 m²,Balkón 3.7 m²,Lodžie 16 m²,Lodžie 9 m²,Balkón 9 m²,Terasa 12 m²,Terasa 22 m²,Terasa 6 m²,Sklep 8 m²,Terasa 29 m²,Terasa 3.1 m²,Terasa 35 m²,Sklep 2.8 m²,Balkón 90 m²,Sklep 2.5 m²,Lodžie 8.2 m²,Terasa 11 m²,Terasa 34 m²,Balkón 50 m²,Lodžie 12 m²,Sklep 20 m²,Terasa 9 m²,Balkón 13 m²,Balkón 2.3 m²,Sklep 2.9 m²,Balkón 60 m²,Sklep 10.1 m²,Plot type,Sklep 12 m²,Balkón 20 m²,Terasa 80 m²,Sklep 9 m²,Terasa 13 m²,Lodžie 4.5 m²,Plot space,Terasa 10 m²,Balkón 3.5 m²,Terasa 9.8 m²,Terasa 78 m²,Terasa 2 m²,Lodžie 15 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 29 m²,Terasa 70 m²,Terasa 300 m²,Balkón 2.6 m²,Lodžie 6.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 200 m²,Sklep 6.4 m²
"CZK 11,000","CZK 7,200","CZK 15,000",749269,2+kk,12/1/2022,,G,,51 m²,Partly,1,Brick,,,,48.87,1261.35,130.54,1215.29,118.33,1200.28,548.5,197.36,596.44,365.54,"Jenečská, Prague - Liboc",50.0917413,14.32389965,Good,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000",CZK 500,"CZK 30,000",662640,2+kk,12/1/2022,Personal,G,Gas boiler,30 m²,Partly,2,Brick,Up to 10 years,Luxurious,,198.4,355.49,59.81,352.11,113.62,376.28,131.56,102.79,262.51,589.16,"Blahníkova, Prague - Žižkov",50.08527,14.4476,Very good,,,,,1.0,,,,,,,,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000","CZK 15,000",548603,2 bedroom,11/6/2022,Personal,,Electric boiler,40 m²,Partly,,Brick,,,,91.56,946.74,399.42,1112.32,357.12,535.77,662.94,532.81,822.95,596.56,"Davídkova, Prague - Libeň",50.1191845,14.4696663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 6,000","CZK 40,000",749252,3+kk,1/1/2023,,G,,58 m²,Partly,4,Other,,,,159.65,467.08,56.09,768.82,206.24,634.45,209.88,288.34,1105.88,438.13,"Hlaváčkova, Prague - Košíře",50.07001,14.38129,New-build,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,000","CZK 40,000",723422,Studio,12/1/2022,Personal,G,Gas boiler,27 m²,Unfurnished,1,Prefab concrete,,,,287.1,1725.48,900.29,1496.48,267.21,1144.13,591.93,1205.27,1540.44,400.91,Prague - Modřany,50.01155,14.40082,New-build,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000","CZK 40,000",725839,2+kk,11/7/2022,Personal,B,Electric boiler,60 m²,Fully furnished,,Low-energy,Up to 10 years,Luxurious,1.0,101.52,2185.38,1619.87,2958.42,328.37,2921.25,2581.95,2236.24,2935.96,218.67,Prague - Nedvězí u Říčan,50.01682,14.65416,New-build,,1.0,,,,,,,,,,,,,,Complete,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 5,000","CZK 40,000",749222,3+kk,12/1/2022,Cooperative,G,Central,90 m²,Fully furnished,8,Prefab concrete,,,,193.26,601.72,178.93,1349.52,495.77,701.35,422.46,252.03,351.54,210.46,"Machkova, Prague - Chodov",50.03361,14.51285,Very good,,1.0,,,1.0,,,,,,,,,,1.0,Complete,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 5,000","CZK 38,000",726296,3+kk,11/21/2022,,A,,99 m²,Fully furnished,4,Brick,,,,122.94,258.58,133.88,395.37,98.69,163.66,345.48,354.2,447.9,243.26,Prague - Karlín,50.09334,14.44557,Very good,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 13,000",664898,2+kk,11/8/2022,Personal,G,,44 m²,Unfurnished,2,Other,,,,243.78,785.94,270.59,477.93,235.16,230.37,376.83,603.47,493.23,545.49,"Šlikova, Prague - Břevnov",50.083299,14.373317,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 1,160","CZK 17,000",436032,Studio,11/1/2022,Other,C,Gas boiler,28 m²,Unfurnished,2,Brick,Up to 10 years,Standard,,155.19,197.31,481.82,362.83,103.94,1097.35,421.3,705.3,684.66,551.41,"Nuselská, Prague - Michle",50.0552202,14.4519566,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 5,500","CZK 35,000",749190,3+kk,1/1/2023,,G,,54 m²,Fully furnished,2,Other,,,,158.63,286.35,261.89,252.46,122.25,216.5,254.69,551.6,903.69,697.46,"Sněmovní, Prague - Malá Strana",50.08943,14.40372,Good,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,800","CZK 5,000","CZK 34,800",685115,2+kk,11/1/2022,Personal,B,,50 m²,Fully furnished,4,Brick,,,,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,New-build,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,000","CZK 23,000",743676,4+1,10/3/2022,,C,,81 m²,Partly,3,Prefab concrete,,,,221.24,948.86,107.16,1041.07,311.37,182.25,162.55,150.75,617.35,144.1,Prague - Kunratice,50.02148,14.48806,Good,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,000","CZK 30,000",687226,Studio,11/6/2022,Personal,G,,20 m²,Fully furnished,2,Brick,,,,374.34,457.32,226.83,372.03,158.32,438.2,167.79,494.98,432.98,366.78,"Pernerova, Prague - Karlín",50.09043,14.45113,Very good,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 2,500","CZK 30,000",749178,Studio,11/5/2022,,B,Central,47 m²,Fully furnished,2,Brick,Up to 10 years,Luxurious,1.0,154.03,279.67,351.1,1304.3,240.66,1139.24,651.51,877.71,920.96,282.13,Prague - Hlubočepy,50.02917,14.36234,New-build,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,000","CZK 24,997",749177,3+1,12/5/2022,,D,,81 m²,Fully furnished,7,Prefab concrete,,,,156.7,118.23,618.02,695.85,231.39,193.11,483.75,884.86,743.34,178.45,"Ostravská, Prague - Letňany",50.13796,14.51609,Good,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
"CZK 25,000","CZK 2,500","CZK 50,000",749167,2+kk,11/22/2022,,B,,70 m²,Fully furnished,1,Prefab concrete,,,1.0,244.93,291.57,208.15,405.01,322.65,211.14,816.06,710.36,775.76,263.52,"Soukalova, Prague - Modřany",50.00371,14.41511,New-build,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 16,000","CZK 4,500","CZK 32,000",595789,2 bedroom,12/1/2022,Personal,D,,60 m²,,3,Brick,30 - 50 years,,,221.05,831.18,711.21,1005.67,551.21,595.34,775.43,253.62,400.29,433.97,"Fráni Šrámka, Prague - Smíchov",50.069216,14.390601,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,000","CZK 38,000",748273,2+kk,11/1/2022,,B,,55 m²,Fully furnished,3,Brick,,,1.0,458.42,1360.19,749.66,4002.64,439.29,726.37,1083.88,3425.29,1173.24,431.54,"Honzíkova, Prague - Dolní Měcholupy",50.06755,14.55466,New-build,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000","CZK 7,000","CZK 64,000",749158,3+kk,12/1/2022,,B,,74 m²,Partly,3,Brick,,,1.0,104.7,1099.66,563.39,671.47,533.39,931.14,1201.68,871.76,929.0,637.11,"Dolnokrčská, Prague - Krč",50.03651,14.44201,New-build,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 20,000",749147,2+kk,12/31/2022,,C,Central,78 m²,Partly,3,Brick,10 to 30 years,Standard,1.0,244.02,1185.36,849.04,927.18,493.74,982.69,654.42,1059.43,631.79,97.34,"Kakosova, Prague - Řeporyje",50.03911,14.32407,New-build,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,500","CZK 41,000",632057,2+kk,11/1/2022,Personal,G,,55 m²,Fully furnished,2,Brick,,,,192.63,857.5,141.17,678.2,237.28,477.06,526.17,314.79,550.38,131.53,"K Rybníčkům, Prague - Strašnice",50.071404,14.498033,Very good,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 5,000","CZK 32,000",720255,2+kk,7/1/2022,,A,,35 m²,Partly,1,Brick,,,1.0,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,New-build,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720261,2+kk,7/1/2022,,A,,45 m²,Partly,1,Brick,,,1.0,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,New-build,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720267,Studio,7/1/2022,,A,,35 m²,Partly,2,Brick,,,1.0,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,New-build,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 10,000","CZK 50,000",52697,Other,10/31/2022,Personal,E,Gas boiler,150 m²,Fully furnished,4,Brick,10 to 30 years,Luxurious,,233.2,1437.14,161.35,654.91,204.92,167.39,290.93,98.51,607.46,182.14,"písečná , Prague - Troja",50.1244017,14.4440857,Very good,,1.0,,,1.0,,,,,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 32,000",720270,Studio,7/1/2022,,A,,42 m²,Partly,1,Brick,,,1.0,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,New-build,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,500","CZK 20,000",685793,Studio,1/1/2023,Personal,G,,32 m²,Fully furnished,1,Brick,,,,132.4,938.46,793.91,3228.89,790.55,1127.88,1007.64,732.62,1086.85,163.65,"Herlíkovická, Prague - Kbely",50.1402604,14.5483307,Very good,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",749129,2+kk,11/5/2022,,C,,38 m²,Unfurnished,1,Brick,,,,17.03,508.8,138.69,883.37,159.28,756.95,197.0,199.99,1017.53,349.78,Prague - Smíchov,50.07145,14.37993,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 4,000","CZK 60,000",749124,2+kk,12/1/2022,,B,,97 m²,Fully furnished,1,Prefab concrete,,,,369.53,675.99,238.75,275.74,167.88,220.23,297.1,310.66,437.22,182.32,"Košická, Prague - Vršovice",50.06895,14.44867,Very good,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,933","CZK 5,600","CZK 73,866",672347,2+kk,10/15/2022,Personal,G,Electric boiler,51 m²,Fully furnished,3,Brick,,Luxurious,,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,Very good,,,,,1.0,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000","CZK 25,000",598955,2+kk,3/1/2023,Cooperative,E,Gas boiler,40 m²,Fully furnished,3,Brick,Up to 10 years,Luxurious,,120.0,309.21,79.91,497.45,80.84,112.44,171.65,180.36,472.76,531.66,"Vítkova, Prague - Karlín",50.092,14.44453,Very good,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000","CZK 14,000",748292,Small studio,1/1/2023,,G,Central,19 m²,Fully furnished,4,Brick,,,,194.84,757.54,505.26,498.82,119.17,256.92,301.56,581.69,667.68,293.94,"Počátecká, Prague - Michle",50.04368,14.45552,Good,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,990","CZK 1,824","CZK 31,814",749087,3+kk,11/29/2022,Personal,F,,94 m²,Fully furnished,6,Brick,,,,394.33,361.75,215.68,402.37,67.16,345.74,309.2,377.15,680.57,288.65,"Fibichova, Prague - Žižkov",50.08022527777,14.45017888888,Very good,1.0,,,,1.0,,,,,,"CZK 31,814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 5,306","CZK 19,296",749078,3+1,11/28/2022,Personal,G,,71 m²,,1,Prefab concrete,,,,147.68,1130.21,207.48,950.91,592.24,852.41,487.07,64.17,842.73,74.21,"Štěchovická, Prague - Strašnice",50.07235,14.50259916666,Good,,,,1.0,,,,,,,"CZK 19,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 5,306","CZK 19,296",749077,3+1,11/28/2022,Personal,G,,71 m²,,1,Prefab concrete,,,,147.68,1130.21,207.48,950.91,592.24,852.41,487.07,64.17,842.73,74.21,"Štěchovická, Prague - Strašnice",50.07235,14.50259916666,Good,,,,1.0,,,,,,,"CZK 19,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 40,000",749065,3+kk,11/4/2022,,A,,75 m²,Partly,1,Brick,,,,299.19,774.29,483.7,1105.99,345.34,698.87,469.04,315.17,273.55,389.99,"U Klavírky, Prague - Smíchov",50.0645,14.39448,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 6,500",CZK 0,CZK 0,749057,3+kk,11/4/2022,,B,,14 m²,Fully furnished,4,Brick,,,,249.62,502.25,349.03,270.05,310.96,142.67,775.05,861.03,259.43,337.75,"Podnádražní, Prague - Vysočany",50.11154,14.49657,Good,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,000","CZK 38,000",744094,3+kk,10/5/2022,,G,,76 m²,Partly,4,Brick,,,,78.43,192.12,24.37,509.03,158.11,260.35,168.67,365.14,523.49,129.82,"U Nikolajky, Prague - Smíchov",50.06728,14.3997,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 1,775","CZK 30,000",696831,Studio,1/1/2023,Personal,C,,29 m²,Partly,5,Prefab concrete,,,,285.13,1096.94,225.95,1000.26,227.52,852.82,526.81,567.49,820.99,147.92,"Nekvasilova, Prague - Karlín",50.09654,14.46733,Very good,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,500","CZK 16,500",451453,4+kk,11/30/2022,Personal,,,35 m²,Fully furnished,1,Brick,,,,162.87,669.15,307.6,738.52,0.72,352.26,230.38,221.64,673.67,213.34,"Pernerova, Prague - Karlín",50.0893256,14.4450233,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500","CZK 15,500",748894,1 bedroom,11/8/2022,,G,,55 m²,Partly,3,Brick,,,,195.34,697.27,310.43,623.36,214.29,631.68,386.38,275.87,612.36,85.14,"Konopišťská, Prague - Vršovice",50.07284,14.46798,Good,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,500","CZK 20,000",554832,Studio,11/1/2022,Personal,,,29 m²,Fully furnished,5,Brick,,,,157.95,777.65,138.46,287.91,31.69,103.45,411.13,887.42,499.67,819.73,"Šimáčkova, Prague - Holešovice",50.102940901306,14.433730814141,,,,,,1.0,,,,,,,,,1.0,1.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",629291,Studio,9/1/2022,Cooperative,G,Distance,47 m²,Fully furnished,5,Brick,Over 50 years,Standard,,276.61,560.88,139.9,347.82,51.54,374.24,316.63,357.41,694.61,113.09,"Baranova, Prague - Žižkov",50.079706,14.45761,Very good,,,,1.0,1.0,1.0,,,,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 5,300","CZK 45,000",748941,3+1,11/3/2022,Personal,G,,113 m²,Fully furnished,1,Brick,,Luxurious,,290.52,684.81,54.16,461.47,0.56,459.81,249.26,231.23,502.72,200.36,"Ruská, Prague - Vršovice",50.07213,14.45511,Very good,,,1.0,,1.0,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
