Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Reconstruction,Condition,Ownership,EPC,Heating,Designe,Cellar,Balcony,Parking,Terrace,Garage,New-build,Enclosed balcony,Administrative fee,Plot space,Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 50,000","CZK 10,000",720422,5+kk,7/1/2022,165 m²,Partly,1,1.0,,,,,,,,,,,Prague - Žižkov,50.08233,14.47991,"CZK 100,000",Other,,,New-build,Personal,G,,,1.0,1.0,,1.0,1.0,,,,,,
"CZK 7,500","CZK 2,500",534378,Studio,6/1/2022,20 m²,Fully furnished,1,,212.46,829.89,386.67,374.37,352.34,922.75,776.49,381.95,1107.91,371.33,"Glinkova, Prague - Dejvice",50.0990118,14.3853992,"CZK 10,000",Brick,,,,Personal,C,Distance,,,,,,,,,,,,
"CZK 14,000","CZK 3,000",720400,Studio,5/30/2022,20 m²,Partly,4,1.0,,,,,,,,,,,Prague - Malá Strana,50.0840691,14.4045419,"CZK 14,000",Brick,Up to 10 years,Complete,Very good,,G,Central,Standard,,,,,,,,,,,
"CZK 10,500",CZK 500,719832,3+1,10/1/2022,70 m²,Fully furnished,1,1.0,215.05,332.57,260.28,73.35,207.44,337.53,467.28,383.72,366.56,186.69,"Na Stezce, Prague - Vršovice",50.07037,14.4798,"CZK 15,000",Other,30 - 50 years,Bathroom unit,Very good,Personal,D,,Standard,,1.0,1.0,,,,,,,,
"CZK 17,000","CZK 4,500",500524,2+kk,7/1/2022,100 m²,Partly,1,,,,,,,,,,,,"Marie Podvalové, Prague - Čakovice",50.1576488,14.5189799,"CZK 22,000",Brick,Up to 10 years,,New-build,Personal,,Central,,,,,1.0,,,,,,,
"CZK 12,500",CZK 0,152386,Studio,6/8/2022,30 m²,Partly,6,,272.12,648.19,575.15,549.94,618.41,574.86,401.61,497.9,1109.57,598.64,"Botevova, Prague - Modřany",50.0092711,14.4184181,"CZK 12,500",Prefab concrete,Up to 10 years,Interior,Very good,Personal,B,Distance,Standard,1.0,,,,,,,,,,
"CZK 11,900","CZK 1,000",720384,2+kk,5/30/2022,46 m²,Partly,2,,,,,,,,,,,,Prague - Žižkov,50.09451,14.49492,"CZK 12,900",Brick,,,Good,,G,,,1.0,1.0,,,,,,,,,
"CZK 6,200","CZK 2,500",720379,Studio,7/1/2022,22 m²,Fully furnished,4,,,,,,,,,,,,Prague - Nusle,50.05972,14.44654,"CZK 8,700",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 8,800","CZK 3,200",485839,Small studio,6/6/2022,26 m²,Partly,2,1.0,370.42,684.38,161.67,410.22,172.64,426.52,349.14,507.17,500.01,240.41,"U Libeňského pivovaru, Prague - Libeň",50.1076392,14.4751147,"CZK 11,000",Brick,Over 50 years,,Good,Personal,,Electric boiler,Standard,1.0,,,,,,,,,,
"CZK 11,000","CZK 3,500",719849,Studio,6/15/2022,30 m²,Partly,1,1.0,231.86,793.29,164.18,1294.03,153.21,742.44,312.24,309.08,251.85,134.99,"Brechtova, Prague - Háje",50.03629,14.5149,"CZK 11,000",Prefab concrete,,,Very good,Cooperative,G,,,1.0,,,,,,,,,,
"CZK 11,690","CZK 3,675",656973,Studio,7/1/2022,15 m²,Fully furnished,3,1.0,203.32,1202.4,318.1,1023.4,78.44,445.47,306.37,1558.34,355.47,606.01,"Na Zátorách, Prague - Holešovice",50.10809,14.43722,"CZK 15,365",Other,Up to 10 years,,New-build,Other,G,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",720298,3+kk,7/1/2022,60 m²,Partly,1,1.0,,,,,,,,,,,Prague - Podolí,50.04736,14.43043,"CZK 30,000",Prefab concrete,,Bathroom unit,Very good,,C,,,,,,,,,1.0,,,,
"CZK 11,900","CZK 2,900",220684,Studio,5/29/2022,30 m²,Fully furnished,1,,285.02,912.56,761.84,691.42,896.21,816.05,591.02,2135.61,1042.92,166.47,"Sazovicka, Prague - Zličín",50.0578922,14.2831451,"CZK 19,000",Brick,Up to 10 years,,,Personal,,,,,,,,,1.0,,,,,
"CZK 15,000","CZK 6,000",720261,2+kk,5/29/2022,45 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 30,000",Brick,,,New-build,,A,,,,,1.0,1.0,,1.0,,,,,
"CZK 65,000","CZK 10,000",719735,Other,6/1/2022,227 m²,Partly,4,1.0,81.12,829.69,242.65,137.91,132.2,513.81,268.49,45.58,469.11,373.61,"Charlese de Gaulla, Prague - Bubeneč",50.10428,14.39919,"CZK 130,000",Low-energy,,,Very good,Other,G,,,1.0,1.0,1.0,,,,1.0,,,,
"CZK 15,000",CZK 0,720250,Studio,5/29/2022,36 m²,Partly,1,,,,,,,,,,,,Prague - Radotín,49.98491,14.36412,"CZK 15,000",Prefab concrete,,,Good,,C,,,,1.0,,,,,,,,,
"CZK 5,500",CZK 1,719638,Other,6/1/2022,20 m²,Fully furnished,1,,30.19,1902.92,1553.75,2057.86,1143.53,1918.22,2091.4,2401.04,2279.19,103.11,"V Pitkovičkách, Prague - Pitkovice",50.02275,14.57784,"CZK 11,000",Brick,,,New-build,Personal,C,,,,,1.0,,,,,,,,
"CZK 13,900","CZK 2,900",524897,Studio,7/1/2022,34 m²,Fully furnished,6,,429.7,815.43,371.24,484.35,355.84,767.94,497.54,611.7,691.87,308.26,Prague - Vysočany,50.1053168,14.5019662,"CZK 27,000",Low-energy,Up to 10 years,Complete,,Personal,C,Distance,Luxurious,,,,,,,,,,,
"CZK 18,500","CZK 5,000",685106,Studio,8/15/2022,33 m²,Fully furnished,5,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,"CZK 23,500",Brick,,,New-build,Personal,B,,,,1.0,,,,,,,,,
"CZK 24,000","CZK 7,000",685115,2+kk,8/22/2022,50 m²,Fully furnished,4,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,"CZK 31,000",Brick,,,New-build,Personal,B,,,,,1.0,,1.0,,1.0,,,,
"CZK 19,990","CZK 1,200",697963,Studio,6/13/2022,53 m²,Fully furnished,2,1.0,150.47,397.02,109.66,387.96,94.68,206.63,303.75,316.12,661.97,421.26,"Salmovská, Prague - Nové Město",50.07486,14.42255,"CZK 18,000",Brick,Up to 10 years,Complete,Very good,Personal,B,Distance,Luxurious,,,,1.0,,,,,,,
"CZK 10,000","CZK 2,800",243509,Studio,7/1/2022,32 m²,Partly,,,54.35,681.44,72.34,3584.22,204.31,87.73,807.58,566.65,679.94,267.85,Prague - Kbely,50.1308628,14.5507123,"CZK 10,000",Low-energy,Up to 10 years,,New-build,Personal,G,Central,Luxurious,1.0,,1.0,1.0,,1.0,,,,,
"CZK 28,000","CZK 5,000",588635,2 bedroom,8/1/2022,61 m²,Fully furnished,3,1.0,253.1,190.02,99.95,213.44,109.29,58.62,309.54,464.39,1311.78,276.55,"Kladenská, Prague - Vokovice",50.096351,14.359043,"CZK 50,000",Brick,Up to 10 years,Complete,Very good,Personal,C,Distance,Luxurious,1.0,1.0,1.0,,,,,,,,
"CZK 12,000","CZK 2,000",425445,Small studio,7/1/2022,22 m²,Fully furnished,1,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,"CZK 14,000",Brick,Up to 10 years,Complete,Very good,Personal,,,,,,,,,,,,,,
"CZK 5,500",CZK 0,646478,3+1,5/23/2022,120 m²,Fully furnished,2,,152.63,1270.31,55.35,2613.39,100.83,1738.04,1863.25,2036.1,1591.75,597.67,"K Vilkám, Prague - Dubeč",50.0545417,14.5802806,"CZK 5,500",Brick,Up to 10 years,Interior,Very good,Personal,C,Gas boiler,Standard,,1.0,,,,,,,,,
"CZK 23,000","CZK 6,000",667613,4+1,6/1/2022,87 m²,Partly,1,,231.28,776.96,279.38,757.81,824.32,783.19,421.19,443.16,966.41,384.74,"Dobřejovická, Prague - Lhotka",50.02237,14.44238,"CZK 50,000",Prefab concrete,,,Very good,Cooperative,G,,,,,,,,,1.0,,,,
"CZK 20,000","CZK 5,000",677572,4+kk,7/1/2022,97 m²,Fully furnished,4,1.0,308.33,521.46,294.95,620.29,300.06,487.36,326.08,282.5,299.81,161.85,"Nechvílova, Prague - Chodov",50.02448,14.49515,"CZK 30,000",Prefab concrete,,Complete,Very good,Personal,G,Distance,,,,,,,,,,,,
"CZK 32,000","CZK 7,000",698777,4+1,6/1/2022,126 m²,Partly,1,,171.09,211.95,116.41,136.09,18.55,176.09,492.34,1790.02,382.54,293.19,"Ovenecká, Prague - Bubeneč",50.10128,14.42327,CZK 0,Brick,,,Very good,Personal,G,,,1.0,,1.0,,,,,,,,
"CZK 15,000","CZK 2,000",671803,2+kk,7/1/2022,42 m²,Unfurnished,1,,130.07,384.03,270.17,716.24,78.46,406.14,304.08,545.76,448.53,206.55,"U Kněžské louky, Prague - Žižkov",50.09457,14.49516,"CZK 20,000",Brick,,,Good,Personal,G,,,,,,,,,,,,,
"CZK 18,000","CZK 1,000",617977,2 bedroom,9/1/2022,55 m²,Partly,4,,186.5,619.57,175.81,381.9,104.01,399.67,179.51,100.63,609.49,197.9,"Volavkova, Prague - Břevnov",50.085434,14.345057,"CZK 18,000",Prefab concrete,Up to 10 years,Complete,Very good,Cooperative,B,Distance,Luxurious,,,,,,,,,,,
"CZK 21,000","CZK 4,000",719988,3+kk,8/1/2022,65 m²,Partly,7,,,,,,,,,,,,Prague - Chodov,50.02478,14.52109,"CZK 42,000",Prefab concrete,,,Very good,,G,,,,,,,,,1.0,,,,
"CZK 15,000","CZK 3,000",719351,Studio,7/1/2022,38 m²,Partly,1,,100.73,202.23,179.86,2953.36,131.72,1836.29,293.58,495.16,715.97,947.71,"Marvanova, Prague - Satalice",50.12457,14.57117,"CZK 25,000",Brick,,,New-build,Personal,B,Gas boiler,Luxurious,,1.0,1.0,,,1.0,,,,,
"CZK 19,500","CZK 4,500",501025,Studio,6/1/2022,40 m²,Fully furnished,4,1.0,305.54,985.67,350.9,1014.81,331.39,303.35,506.14,614.19,815.47,532.86,"Pod dvorem, Prague - Veleslavín",50.0944607,14.3498207,"CZK 30,000",Low-energy,Up to 10 years,,,Personal,B,Distance,Standard,1.0,,1.0,1.0,1.0,,,,,,
"CZK 14,000","CZK 3,947",719389,2+kk,5/21/2022,51 m²,Unfurnished,1,1.0,456.49,1410.11,262.35,784.29,592.48,585.39,1176.4,1679.87,443.96,1017.0,"Do Zahrádek Ⅰ, Prague - Třebonice",50.05614,14.29351,"CZK 14,000",Brick,,,New-build,Personal,B,,,,1.0,,,1.0,,,,,,
"CZK 20,000","CZK 4,800",719319,2+kk,5/20/2022,52 m²,Unfurnished,2,1.0,247.01,716.86,126.75,1536.45,108.31,308.06,300.35,276.64,113.97,14.08,"Donovalská, Prague - Chodov",50.03731,14.50635,"CZK 20,000",Other,,,New-build,Personal,B,,,,1.0,,,1.0,,1.0,,,,
"CZK 9,999",CZK 1,594857,3+1,6/1/2022,79 m²,Unfurnished,2,1.0,46.62,976.16,375.54,957.71,639.41,772.74,915.02,721.91,848.88,309.96,"Saarinenova, Prague - Hloubětín",50.10689,14.528352,"CZK 9,999",Low-energy,Up to 10 years,Exterior,New-build,Personal,B,Distance,Standard,,1.0,,,,,,,,,
"CZK 10,000","CZK 4,500",25538,Small studio,5/25/2022,25 m²,Partly,11,1.0,269.16,510.13,258.12,277.59,242.8,471.93,162.89,204.91,823.37,210.29,"Kyselova, Prague - Kobylisy",50.12683,14.46463,"CZK 14,500",Prefab concrete,30 - 50 years,Interior,Very good,Personal,A,Distance,Standard,,,1.0,,,,,,,,
"CZK 13,990","CZK 2,220",719784,Studio,6/29/2022,31 m²,Fully furnished,2,1.0,417.36,1951.77,541.08,1620.69,1260.23,733.62,1083.46,1340.4,1063.53,72.29,"Jana Přibíka, Prague - Vysočany",50.10506555555,14.5159625,"CZK 15,783",Brick,,,Very good,Personal,B,,,1.0,1.0,1.0,,,,,"CZK 15,783",,,
"CZK 12,000",CZK 1,719164,Other,6/15/2022,20 m²,Fully furnished,1,,47.85,1824.94,1475.76,1979.88,1221.57,1840.23,2013.41,2323.05,2201.21,138.55,"V Pitkovičkách, Prague - Pitkovice",50.02323,14.57816,"CZK 24,000",Brick,,,New-build,Other,C,,,,,1.0,,,,,,,,
"CZK 18,150","CZK 2,500",475569,Studio,6/6/2022,44 m²,Fully furnished,3,1.0,220.36,542.54,209.52,220.45,154.51,96.06,368.01,232.46,1419.29,111.62,"Petržílkova, Prague - Stodůlky",50.051419284003,14.349179095801,"CZK 20,000",Other,Up to 10 years,,New-build,Personal,B,Central,Luxurious,1.0,,,,,1.0,,,,,
"CZK 13,500","CZK 3,500",719105,1 bedroom,7/1/2022,38 m²,Partly,,,313.5,272.92,369.96,278.42,143.03,175.51,662.2,500.26,1011.34,74.64,"Kladenská, Prague - Vokovice",50.09747,14.3651,"CZK 15,000",Brick,,,Very good,Personal,G,,,1.0,,,,,,,,,,
"CZK 15,600","CZK 2,350",534737,2+kk,6/30/2022,54 m²,Partly,4,,42.8,35.94,46.74,54.36,234.87,109.23,495.22,417.44,295.1,266.41,"Zelenečská, Prague - Hloubětín",50.105589,14.538816,"CZK 35,900",Brick,Up to 10 years,Complete,Very good,Personal,C,Distance,Luxurious,1.0,1.0,,,,,,,,,
"CZK 18,000","CZK 4,000",503608,3+kk,6/15/2022,67 m²,Partly,6,1.0,230.11,638.3,201.54,1324.6,394.31,619.49,294.06,26.92,205.56,155.85,"Markušova, Prague - Chodov",50.03414,14.51408,"CZK 36,000",Prefab concrete,10 to 30 years,Complete,Very good,Personal,C,Distance,Standard,1.0,,,,,,1.0,,,,
"CZK 18,000","CZK 2,000",443504,3+1,5/18/2022,70 m²,Partly,1,,249.02,431.07,948.91,940.18,317.35,1050.77,250.09,1602.52,650.1,194.18,"Mladých, Prague - Zličín",50.060275596721,14.288100429608,CZK 0,Brick,,,,Personal,,,,,,,,,,,,,,
"CZK 65,000","CZK 4,900",707660,4+1,2/28/2022,164 m²,Fully furnished,4,1.0,141.6,107.7,94.29,611.67,74.73,377.32,284.59,257.33,475.33,229.11,"Šumavská, Prague - Vinohrady",50.07423,14.44409,CZK 0,Brick,,,Very good,Personal,B,,,1.0,,,,,,,,,,
"CZK 19,500","CZK 2,300",718728,2+kk,5/16/2022,73 m²,Partly,4,1.0,229.47,2023.05,1162.12,1925.67,345.81,1458.48,876.34,1467.0,1212.04,798.47,"Vorařská, Prague - Modřany",50.01368,14.40018,"CZK 40,000",Brick,,,Very good,Personal,C,,,1.0,,,,1.0,,,,,,
"CZK 21,300","CZK 3,700",719109,2 bedroom,6/1/2022,57 m²,Partly,6,1.0,197.8,94.73,69.69,462.4,124.88,65.82,156.0,327.53,166.52,265.5,"Roháčova, Prague - Žižkov",50.08742,14.45748,"CZK 25,000",Prefab concrete,,,Very good,Personal,G,,,,,1.0,1.0,,,,,,,
"CZK 16,000","CZK 3,500",715217,2+kk,5/1/2022,37 m²,Partly,1,,124.02,1123.05,421.65,757.41,655.3,1104.16,1300.79,1112.93,1138.71,259.97,"Špačkova, Prague - Suchdol",50.13348,14.36849,"CZK 16,000",Brick,,,Very good,Personal,B,,,,1.0,,,,,,,,,
"CZK 26,500","CZK 1,000",436864,3+kk,7/1/2022,110 m²,Fully furnished,1,1.0,387.18,595.72,165.76,834.39,124.37,800.03,439.89,108.55,583.97,265.24,"Šmilovského, Prague - Vinohrady",50.0708474,14.4421603,"CZK 25,500",Brick,,,,Personal,D,,,,,,,,,,,,,
"CZK 42,000","CZK 8,000",718780,3+1,5/16/2022,100 m²,Partly,1,1.0,67.54,134.58,133.78,165.31,64.34,177.27,429.78,545.0,595.72,770.68,"Římská, Prague - Vinohrady",50.07689,14.43612,"CZK 84,000",Brick,,,Very good,Cooperative,E,,,,1.0,,,,,,,,,
"CZK 14,500",CZK 450,218322,2+kk,7/1/2022,43 m²,Partly,2,,178.77,464.17,13.3,403.47,33.42,378.31,165.77,1071.07,489.66,253.15,"Křižíkova, Prague - Karlín",50.0912619,14.4438703,"CZK 29,000",Brick,Over 50 years,Interior,Good,Personal,G,Other,Standard,,1.0,,,,,,,,,
"CZK 15,000","CZK 2,000",718918,Studio,6/1/2022,43 m²,Fully furnished,3,,145.88,663.25,192.01,989.72,143.06,607.2,310.47,577.41,370.43,243.0,"Petrbokova, Prague - Stodůlky",50.03627,14.33514,"CZK 30,000",Other,,,Very good,Personal,A,,,,1.0,,,,,,,,,
"CZK 25,000","CZK 5,000",718720,2+kk,5/16/2022,60 m²,Fully furnished,2,1.0,86.74,435.55,142.94,285.12,240.45,97.7,204.01,959.34,325.98,180.77,"Vinohradská, Prague - Vinohrady",50.0780458,14.4684212,"CZK 50,000",Brick,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 12,000","CZK 1,000",719067,1 bedroom,6/10/2022,35 m²,Fully furnished,1,,200.03,593.76,170.97,1344.26,452.29,710.41,401.48,244.07,457.66,183.47,"Machkova, Prague - Chodov",50.03331,14.51232,"CZK 15,000",Brick,,,Very good,Personal,B,,,,,,,,,,,,,
"CZK 6,000","CZK 2,000",718627,4+1,6/1/2022,80 m²,,3,1.0,211.89,1532.49,99.53,1508.26,918.27,908.45,518.44,197.63,812.33,388.93,"Dobevská, Prague - Kamýk",50.01426,14.4276,"CZK 8,000",Prefab concrete,,,Very good,Cooperative,G,Distance,Standard,,,1.0,,,,,,,,
"CZK 24,500","CZK 5,500",478637,3+kk,7/1/2022,66 m²,Fully furnished,3,,119.13,976.83,162.01,922.93,176.89,711.51,703.83,449.43,682.16,283.08,"K Olympiku, Prague - Karlín",50.097891,14.4666881,"CZK 50,000",Prefab concrete,Up to 10 years,Complete,Very good,Cooperative,C,Distance,,,,,,,,1.0,,,,
"CZK 17,200","CZK 2,000",718617,3+kk,6/1/2022,68 m²,Partly,3,,81.94,567.87,116.18,1038.74,209.59,29.92,874.67,805.38,908.5,676.37,"Pod Barvířkou, Prague - Smíchov",50.0618438,14.403647,"CZK 17,200",Brick,,,Very good,Personal,B,,,1.0,,,,,,,,,,
"CZK 27,000","CZK 3,300",716016,2+kk,6/1/2022,50 m²,Fully furnished,3,1.0,250.07,376.82,223.36,384.16,63.24,344.45,88.87,301.9,88.71,726.15,"Dalimilova, Prague - Žižkov",50.08622,14.44951,"CZK 54,000",Brick,,,Very good,Personal,F,,,1.0,1.0,,,,,,,,,
"CZK 33,000","CZK 6,000",650378,2+kk,7/1/2022,67 m²,Fully furnished,2,1.0,100.11,582.13,98.69,320.77,141.56,483.92,393.39,300.34,741.53,352.99,Prague - Vinohrady,50.075118,14.458767,"CZK 39,000",Brick,Up to 10 years,,New-build,Personal,B,Central,Luxurious,,,1.0,,,1.0,1.0,,,,
"CZK 19,900","CZK 3,900",573663,2+kk,4/11/2022,65 m²,Partly,4,1.0,188.05,582.25,118.11,231.72,196.4,271.5,254.04,117.81,913.06,245.1,"Na Okraji, Prague - Veleslavín",50.0899503,14.3420175,"CZK 30,000",Brick,Up to 10 years,,New-build,Personal,C,Central,Luxurious,1.0,1.0,,,,1.0,,,,,
"CZK 14,000","CZK 5,000",718506,2+kk,6/1/2022,58 m²,Partly,5,1.0,216.78,647.16,533.85,2141.5,329.57,629.5,642.23,594.19,1334.6,35.94,"Vánková, Prague - Čimice",50.13845,14.42821,"CZK 20,000",Prefab concrete,,,New-build,Personal,B,Distance,Luxurious,1.0,1.0,1.0,,,,,,,,
"CZK 21,990","CZK 4,447",719087,2 bedroom,6/28/2022,71 m²,Fully furnished,4,1.0,181.09,344.27,199.28,2305.37,241.06,392.92,250.63,475.37,1250.08,245.43,"Na Mlejnku, Prague - Braník",50.03828527777,14.41014416666,"CZK 26,437",Brick,,,Very good,Personal,D,,,,,,,,,1.0,"CZK 26,437",,,
"CZK 16,500","CZK 4,000",718429,1 bedroom,5/20/2022,53 m²,Partly,2,,274.98,943.71,371.2,956.45,244.91,834.74,564.02,657.95,864.68,454.8,"Vnější, Prague - Michle",50.05152,14.46019,"CZK 16,500",Brick,,,Very good,Personal,C,,,,,,,,,,,,,
"CZK 14,990","CZK 2,539",718940,2+kk,6/29/2022,46 m²,Fully furnished,1,1.0,337.01,1631.19,344.95,2118.09,595.56,2659.13,1796.39,2497.33,2346.2,186.38,"U Hostavického potoka, Prague - Hostavice",50.08528027777,14.56309333333,"CZK 17,529",Brick,,,New-build,Personal,C,,,1.0,,1.0,,,1.0,,"CZK 17,529",,,
"CZK 15,900","CZK 3,900",573409,Studio,7/1/2022,36 m²,Fully furnished,3,,99.09,631.23,70.4,38.59,98.87,66.19,171.91,1531.04,86.37,417.4,"Milady Horákové, Prague - Holešovice",50.0993953,14.4314036,"CZK 19,800",Brick,,Complete,Very good,Personal,C,Central,Luxurious,,,,,,,,,,,
"CZK 32,000","CZK 8,000",507218,3+kk,6/26/2022,120 m²,Fully furnished,3,,238.01,1081.65,704.85,1275.38,548.9,1064.96,1120.64,1001.87,530.91,469.95,"Libínská, Prague - Smíchov",50.0763203,14.3728569,"CZK 32,000",Prefab concrete,,,Very good,Personal,,,,,,,1.0,1.0,,,,,,
"CZK 18,000","CZK 4,000",541377,2+kk,7/1/2022,52 m²,Partly,2,,129.41,523.61,88.56,186.77,191.81,256.61,195.4,59.17,854.42,186.46,"Na Okraji, Prague - Veleslavín",50.0898814,14.3429244,"CZK 36,000",Brick,,Complete,,Cooperative,,Distance,,,,,,,,,,,,
"CZK 18,900","CZK 3,900",570139,2+kk,6/1/2022,66 m²,Fully furnished,1,1.0,173.71,1553.18,187.38,1676.46,253.89,242.97,1056.99,289.18,1146.44,104.45,Prague - Hostivař,50.0438401,14.5166021,"CZK 45,600",Brick,Up to 10 years,,Very good,Personal,B,Central,Standard,,,,1.0,1.0,,,,,,
"CZK 30,000","CZK 1,500",321538,3+1,6/28/2022,90 m²,Partly,2,1.0,318.69,352.63,93.9,650.78,81.68,553.41,137.05,271.26,827.14,586.05,"Jana Masaryka, Prague - Vinohrady",50.0714204,14.4383192,CZK 0,Brick,,,,Personal,,,,,,1.0,,,,,,,,
"CZK 10,998","CZK 3,000",497578,2+kk,6/27/2022,36 m²,Fully furnished,10,1.0,349.56,1432.61,262.06,587.16,235.61,253.7,680.19,244.43,1110.54,110.31,"Havlínova, Prague - Kobylisy",50.127579,14.448847,"CZK 14,000",Prefab concrete,,,Good,Personal,,,,,1.0,,,,,1.0,,,,
"CZK 13,500",CZK 800,717905,2+kk,5/9/2022,30 m²,Partly,5,,175.96,395.2,162.1,374.0,207.31,372.93,392.23,383.91,243.64,308.47,"Sinkulova, Prague - Podolí",50.05833,14.42498,"CZK 13,500",Brick,,,Very good,Personal,C,,,,,,1.0,,,,,,,
"CZK 29,000","CZK 6,000",717896,3+kk,5/16/2022,83 m²,Partly,4,1.0,302.28,951.47,436.57,933.02,553.41,658.67,646.78,920.06,798.69,23.87,"Nademlejnská, Prague - Hloubětín",50.10181,14.52994,"CZK 60,000",Brick,,,New-build,Personal,G,,,,,1.0,1.0,1.0,,,,,,
"CZK 12,000","CZK 2,500",306444,Studio,6/1/2022,34 m²,Fully furnished,4,1.0,195.79,841.44,448.46,653.43,521.52,356.38,495.21,512.54,1295.58,404.91,"Hornoměcholupská, Prague - Horní Měcholupy",50.040397,14.5678974,"CZK 14,500",Brick,Up to 10 years,,,Personal,,,Standard,,1.0,,,,,,,,,
"CZK 17,990","CZK 2,675",718505,2+kk,6/28/2022,50 m²,,2,,262.69,1203.7,603.07,1185.25,866.95,1000.27,1150.66,949.45,1076.41,333.82,"Saarinenova, Prague - Hloubětín",50.107299804688,14.526399612427,"CZK 20,665",Brick,,,New-build,Personal,B,,,1.0,1.0,1.0,,1.0,1.0,,"CZK 20,665",,,
"CZK 13,990","CZK 1,920",718489,Studio,6/28/2022,45 m²,Fully furnished,4,1.0,309.85,1228.28,368.05,1579.94,328.48,613.99,741.16,1261.66,1226.4,820.3,"Střížkovská, Prague - Libeň",50.11847972222,14.47255944444,"CZK 15,910",Brick,,,Very good,Personal,C,,,,,,,,,,"CZK 15,910",,,
"CZK 13,500","CZK 2,000",717443,2+kk,7/1/2022,40 m²,Partly,4,,225.1,747.59,293.63,294.05,202.06,349.67,277.19,446.37,471.7,213.56,"Na Královce, Prague - Vršovice",50.06958,14.44909,"CZK 27,000",Brick,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 11,500","CZK 3,500",671695,2+kk,5/15/2022,45 m²,Unfurnished,1,,361.73,1683.18,1454.92,1675.84,699.6,1164.03,417.11,1364.16,913.46,426.55,"Půlnoční, Prague - Hodkovičky",50.02399,14.41221,"CZK 15,000",Brick,,,Very good,Personal,G,,,1.0,,1.0,,,,,,,,
"CZK 39,000","CZK 3,500",664352,4+1,6/19/2021,110 m²,Fully furnished,1,,232.4,349.72,215.56,306.9,105.48,392.28,256.61,917.59,737.67,420.39,"Zborovská, Prague - Smíchov",50.07791,14.40697,"CZK 39,000",Brick,,Interior,Very good,Personal,C,Gas boiler,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",200313,Studio,6/28/2022,41 m²,Fully furnished,,,334.04,366.02,231.05,255.47,280.23,228.72,299.46,515.96,1056.74,106.28,"Africká, Prague - Vokovice",50.0963583,14.3570728,"CZK 34,000",Brick,Up to 10 years,Complete,,Personal,,Distance,Standard,,1.0,,,,,,,,,
"CZK 26,000","CZK 6,000",414303,2+kk,5/15/2022,58 m²,Fully furnished,6,1.0,160.8,511.17,146.8,132.48,156.2,194.04,382.06,1191.04,193.42,465.87,"Křižíkova, Prague - Karlín",50.0930962,14.4538949,"CZK 40,000",Low-energy,Up to 10 years,,,Personal,B,Central,Luxurious,1.0,1.0,1.0,,1.0,1.0,,,,,
"CZK 13,000","CZK 4,000",507636,1 bedroom,6/29/2022,35 m²,Partly,2,,85.28,223.73,154.26,277.25,22.2,196.99,538.71,591.09,1028.57,292.79,"Střelničná, Prague - Kobylisy",50.126902049845,14.471852389549,"CZK 26,000",Brick,,,,Cooperative,G,,,,,,,,,,,,,
"CZK 9,900","CZK 1,500",684922,Studio,5/20/2022,25 m²,Fully furnished,1,,200.03,452.05,102.08,2217.88,197.63,138.42,223.91,243.88,1571.73,514.7,"Na Vinohradu, Prague - Braník",50.03579,14.41528,"CZK 19,000",Brick,,,Very good,Personal,,,,,,,,,,,,,,
"CZK 8,990","CZK 2,859",710132,Studio,6/28/2022,28 m²,Unfurnished,1,,215.83,681.25,567.72,2597.18,921.53,838.23,635.39,868.41,1515.25,471.02,"K Avii, Prague - Čakovice",50.14972722222,14.51586138888,"CZK 11,849",Brick,,,Good,Personal,G,,,,,,,,,,"CZK 11,849",,,
"CZK 14,000","CZK 3,500",704707,2+kk,5/1/2022,53 m²,Partly,5,1.0,161.72,1506.62,158.61,1181.97,251.25,525.06,370.3,325.5,898.13,413.94,"Strančická, Prague - Strašnice",50.06597,14.49684,"CZK 28,000",Brick,10 to 30 years,,Very good,Personal,B,Distance,Luxurious,,1.0,1.0,,,,,,,,
"CZK 13,990","CZK 4,926",718094,2+kk,6/29/2022,48 m²,Unfurnished,9,1.0,92.66,550.82,284.33,512.33,121.72,607.28,533.65,328.05,1442.31,298.31,"Makovského, Prague - Řepy",50.06549305555,14.30254805555,"CZK 18,916",Prefab concrete,,,Very good,Personal,G,,,1.0,1.0,,,,,,"CZK 18,916",,,
