Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Balcony,Parking,Age,Reconstruction,Ownership,Heating,Designe,Enclosed balcony,Cellar,Terrace,New-build,Administrative fee,Domácí mazlíčci vítáni,Garage,Plot space,Plot type
"CZK 50,000","CZK 10,610",682234,5+kk,9/1/2022,162 m²,Partly,11,1.0,163.07,1109.71,303.21,956.68,424.05,1002.96,901.98,592.06,631.83,462.98,"Malešická, Prague - Žižkov",50.0870673,14.4834726,"CZK 100,000",C,New-build,Other,,,,,Personal,,,,1.0,1.0,,,,1.0,,
"CZK 14,900","CZK 3,000",657536,Studio,11/1/2022,39 m²,Partly,7,1.0,54.47,1047.39,47.89,203.63,180.78,183.66,351.8,729.1,319.84,105.46,"Kurta Konráda, Prague - Libeň",50.10375,14.48892,"CZK 30,000",B,New-build,Other,1.0,,Up to 10 years,,Personal,Central,Luxurious,1.0,1.0,1.0,,,,,,
"CZK 12,990","CZK 2,312",730236,Studio,9/9/2022,40 m²,Fully furnished,4,,401.67,411.64,243.31,840.09,193.77,176.83,359.85,359.85,318.49,196.9,"Na hroudě, Prague - Strašnice",50.069900512695,14.480400085449,"CZK 15,302",D,Very good,Brick,,,,,Personal,,,,,,,"CZK 15,302",,,,
"CZK 12,990","CZK 2,312",730237,Studio,9/8/2022,40 m²,Fully furnished,4,,401.67,411.64,243.31,840.09,193.77,176.83,359.85,359.85,318.49,196.9,"Na hroudě, Prague - Strašnice",50.069900512695,14.480400085449,"CZK 15,302",D,Very good,Brick,,,,,Personal,,,,,,,"CZK 15,302",,,,
"CZK 16,990","CZK 2,000",730217,1 bedroom,9/15/2022,31 m²,Partly,1,1.0,229.79,293.08,77.08,237.88,34.66,198.17,64.92,281.76,68.07,564.67,Prague - Žižkov,50.08538,14.44998,"CZK 30,000",C,Very good,Other,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 5,000",730208,3+kk,8/17/2022,88 m²,Fully furnished,4,1.0,617.6,1263.84,484.11,2402.58,455.18,2080.47,784.66,1309.64,1735.19,224.38,Prague - Dolní Chabry,50.13929,14.4453,"CZK 50,000",G,New-build,Low-energy,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,
"CZK 24,000","CZK 3,000",730205,3+1,8/17/2022,76 m²,Partly,1,1.0,395.99,509.43,163.26,504.86,440.33,508.9,453.56,279.74,995.17,176.46,Prague - Hlubočepy,50.03685,14.37189,"CZK 24,000",G,Very good,Prefab concrete,1.0,,,,,,,,,,,,,,,
"CZK 19,500","CZK 4,000",593841,2+kk,9/1/2022,56 m²,Partly,3,1.0,262.67,736.25,283.72,756.23,562.34,942.85,698.71,478.02,754.83,151.91,"Univerzitní, Prague - Malešice",50.086497,14.503346,"CZK 20,000",G,New-build,Brick,1.0,1.0,Up to 10 years,,Personal,Distance,Standard,,,,1.0,,,1.0,,
"CZK 22,000","CZK 4,000",197779,2+kk,9/1/2022,60 m²,Fully furnished,5,1.0,195.44,463.66,233.63,209.44,268.34,316.67,397.32,439.16,752.79,118.29,"Pod Kavalírkou, Prague - Košíře",50.069057434,14.3726345429,"CZK 26,000",,Very good,Low-energy,1.0,,Up to 10 years,,Personal,Central,Luxurious,,1.0,,,,,,,
"CZK 21,000","CZK 3,000",730149,2+kk,9/1/2022,45 m²,Partly,5,1.0,306.88,153.0,186.74,193.61,149.85,433.62,372.85,468.9,989.51,228.08,Prague - Vinohrady,50.07826,14.45382,"CZK 24,000",C,Very good,Brick,,,,,,,,,1.0,1.0,,,,,,
"CZK 16,500","CZK 1,500",540296,Studio,8/1/2022,38 m²,Unfurnished,2,1.0,328.87,550.39,296.78,869.14,876.08,495.04,770.6,639.3,895.74,648.15,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,"CZK 40,000",B,New-build,Brick,1.0,,Up to 10 years,,Personal,Central,Luxurious,,,,1.0,,,,,
"CZK 46,000","CZK 10,000",607655,4+1,1/15/2022,145 m²,Fully furnished,1,1.0,311.3,589.1,133.67,266.28,158.68,250.34,458.19,609.91,273.19,516.0,"Krakovská, Prague - Nové Město",50.079114,14.428088,"CZK 92,000",G,Very good,Brick,1.0,,,,Personal,,,,,,,,,,,
"CZK 19,990","CZK 4,649",730097,3+kk,9/8/2022,70 m²,Partly,4,,18.89,637.86,620.35,1804.84,624.01,576.78,115.89,801.14,901.7,732.61,"Vlastina, Prague - Liboc",50.09144722222,14.31673388888,"CZK 24,639",G,Very good,Prefab concrete,1.0,,,,Personal,,,,1.0,,,"CZK 24,639",,,,
"CZK 8,000","CZK 4,000",661029,Small studio,5/3/2021,20 m²,Fully furnished,3,1.0,145.71,232.54,165.62,167.34,301.43,310.99,241.66,363.24,523.55,380.64,"Vladivostocká, Prague - Vršovice",50.068585,14.4713735,"CZK 9,000",D,Very good,Other,,,,,,Distance,Standard,,,,,,,,,
"CZK 28,000","CZK 3,904",729808,4+1,8/14/2022,90 m²,Partly,1,1.0,372.64,553.15,87.51,772.99,216.28,446.53,178.69,794.53,458.59,198.12,Prague - Chodov,50.03011,14.48337,"CZK 28,000",G,Good,Prefab concrete,,,,,,Central,,,1.0,,,,1.0,,,
"CZK 10,500","CZK 1,000",414688,2+kk,9/10/2022,38 m²,Fully furnished,4,,118.09,371.62,7.97,75.43,20.86,115.04,321.87,702.68,523.32,460.15,"Nuselská, Prague - Nusle",50.0635878,14.4426882,"CZK 12,000",C,,Brick,,,Up to 10 years,,Personal,Central,,,,,,,,,,
"CZK 18,500","CZK 3,296",730004,2+kk,11/1/2022,56 m²,Fully furnished,3,1.0,154.0,292.25,263.42,401.63,213.4,265.17,710.68,813.9,917.59,101.49,Prague - Uhříněves,50.02973,14.59703,"CZK 40,000",B,New-build,Brick,1.0,,,,,,,,1.0,,1.0,,,,,
"CZK 13,600","CZK 2,890",415651,1 bedroom,9/1/2022,45 m²,Partly,1,1.0,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,"CZK 27,200",D,Very good,Brick,,,,Complete,Other,,Standard,,,,,,,,,
"CZK 18,500","CZK 3,500",568046,2+kk,8/1/2019,50 m²,Partly,2,,115.31,41.79,81.3,214.82,175.84,170.31,293.77,664.87,602.76,201.56,"Vodárenská, Prague - Podolí",50.0585362,14.4205989,"CZK 50,000",,,Brick,,,,,Personal,,,,,,,,,,,
"CZK 17,000","CZK 3,253",730003,3+kk,8/15/2022,48 m²,Partly,13,1.0,90.35,334.37,180.12,161.08,60.98,190.91,204.53,131.75,1042.05,295.0,Prague - Vokovice,50.0981,14.35827,"CZK 34,000",C,Very good,Prefab concrete,,1.0,,,,,,1.0,1.0,,,,,,,
"CZK 15,500","CZK 3,000",660950,Studio,10/1/2022,37 m²,Fully furnished,1,1.0,58.78,415.44,123.63,280.09,0.14,348.3,97.19,129.32,470.2,310.79,"Soukenická, Prague - Nové Město",50.09157,14.43123,"CZK 30,000",D,Very good,Brick,,1.0,,Interior,Personal,Distance,Standard,,1.0,,,,,,,
"CZK 8,000",CZK 600,729995,Other,8/15/2022,20 m²,Partly,,,88.55,218.51,87.34,265.33,101.22,363.34,431.17,555.65,409.01,250.43,Prague - Vršovice,50.067,14.4571,"CZK 7,999",G,Good,Brick,,,,,,Electric boiler,,,,,,,,,,
"CZK 17,000","CZK 4,000",697632,2 bedroom,9/1/2022,50 m²,Partly,2,1.0,202.75,626.69,131.47,235.42,366.83,797.87,96.63,608.21,504.06,68.68,"náměstí Na Balabence, Prague - Libeň",50.10566,14.48235,"CZK 20,000",G,Very good,Brick,,,,Complete,Personal,Electric boiler,Standard,1.0,1.0,,,,,,,
"CZK 17,900","CZK 3,000",255108,2+kk,10/1/2022,55 m²,Partly,2,1.0,232.03,881.46,24.72,712.58,417.16,837.22,211.45,2077.16,1086.46,149.0,"Sazovická, Prague - Zličín",50.0577682148,14.2825120987,"CZK 35,800",,New-build,Brick,,1.0,Up to 10 years,,Personal,Central,Luxurious,1.0,1.0,,1.0,,,1.0,,
"CZK 14,000","CZK 2,880",729823,1 bedroom,8/14/2022,32 m²,Partly,1,,1183.93,1684.93,1612.87,2153.03,1884.46,1989.34,1758.52,1694.5,1317.94,184.88,Prague - Malá Chuchle,50.02254,14.3885,"CZK 28,000",G,Very good,Brick,,1.0,,,,,,,,1.0,,,,,,
"CZK 14,000","CZK 3,500",685886,2+kk,10/1/2022,45 m²,Partly,6,,197.45,440.22,120.51,932.98,220.12,436.92,166.15,398.05,246.08,109.28,"Borovanského, Prague - Stodůlky",50.03862,14.34002,"CZK 20,000",G,Very good,Prefab concrete,,,,,Cooperative,,,,1.0,,,,,,,
"CZK 18,000","CZK 4,000",422289,3+kk,9/1/2022,62 m²,Partly,1,,349.4,572.95,463.03,504.55,608.98,829.85,376.29,223.35,863.97,146.24,"Borošova, Prague - Háje",50.0303216,14.5380942,"CZK 25,000",,Very good,Prefab concrete,,,,Interior,Cooperative,Central,Standard,1.0,,,,,,,,
"CZK 16,240","CZK 4,760",598253,3+kk,9/1/2022,62 m²,Fully furnished,2,,43.9,1481.21,321.11,1214.55,271.5,1639.89,581.9,182.8,842.09,733.21,"Jeremenkova, Prague - Podolí",50.045654,14.419161,"CZK 21,000",E,Good,Brick,1.0,,,,Cooperative,,,,1.0,,,,,,,
"CZK 25,500","CZK 4,200",656580,3+kk,10/15/2022,79 m²,Partly,3,1.0,165.26,428.49,81.56,324.24,167.43,267.04,108.89,330.95,485.95,263.54,Prague - Žižkov,50.0827042,14.455385,"CZK 51,000",G,Very good,Brick,,,,,Personal,,,,1.0,,,,,,,
"CZK 12,000","CZK 3,000",666043,Studio,9/1/2022,29 m²,Partly,8,1.0,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,"CZK 23,000",D,Very good,Prefab concrete,,1.0,,Bathroom unit,Personal,Electric boiler,Standard,,,,,,,,,
"CZK 12,500","CZK 1,500",729925,Studio,10/1/2022,22 m²,Partly,5,,121.93,541.11,118.49,181.69,179.17,561.9,303.13,231.52,434.09,517.31,Prague - Žižkov,50.08574,14.44495,"CZK 20,000",C,Very good,Other,1.0,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,000",729918,Small studio,9/1/2022,46 m²,Partly,4,1.0,429.47,593.72,439.47,420.44,320.34,450.26,320.19,168.85,825.59,243.46,Prague - Vokovice,50.09832,14.35548,"CZK 17,500",B,Very good,Low-energy,,,,,,,,,1.0,,,,,1.0,,
"CZK 21,900","CZK 3,783",728853,2+kk,10/1/2022,65 m²,Fully furnished,9,1.0,187.61,796.91,219.72,789.56,413.49,693.0,349.3,774.1,429.2,512.14,Prague - Kamýk,50.01897,14.43788,"CZK 40,000",G,New-build,Brick,,1.0,,,,,,,,1.0,,,,,,
"CZK 21,000","CZK 3,000",703730,2+kk,9/1/2022,47 m²,Fully furnished,5,1.0,138.12,339.19,73.34,545.9,50.64,130.55,131.69,140.41,506.35,322.32,"Vítkova, Prague - Karlín",50.09182,14.44512,"CZK 21,000",C,Very good,Brick,1.0,,10 to 30 years,Complete,Cooperative,Central,Standard,,1.0,,,,,,,
"CZK 13,600",CZK 700,729856,2 bedroom,8/14/2022,54 m²,Unfurnished,,,40.93,198.52,62.04,554.48,113.39,283.91,131.16,351.89,510.24,156.24,Prague - Smíchov,50.067,14.3991,"CZK 14,300",E,Good,Brick,,,,,,,,,,,,,1.0,,,
"CZK 17,000","CZK 5,400",588609,3+1,9/1/2022,82 m²,Partly,2,,106.81,1582.69,758.53,967.11,749.47,746.79,501.07,640.27,2235.23,368.23,"Ve žlíbku, Prague - Horní Počernice",50.108993,14.624449,"CZK 17,000",B,Very good,Brick,1.0,,,,Personal,Gas boiler,,,,,,,,,,
"CZK 11,000","CZK 4,000",729801,Studio,10/1/2022,27 m²,Partly,4,1.0,338.16,922.53,683.97,787.42,808.57,379.1,480.13,748.05,1280.49,389.82,Prague - Horní Měcholupy,50.04028,14.56921,"CZK 11,000",A,New-build,Brick,1.0,,,,,,,,1.0,,1.0,,,,,
"CZK 13,500","CZK 2,500",451453,4+kk,11/1/2022,25 m²,Fully furnished,1,1.0,162.87,669.15,307.6,738.52,0.72,352.26,230.38,221.64,673.67,213.34,"Pernerova, Prague - Karlín",50.0893256,14.4450233,CZK 0,,,Brick,,,,,Personal,,,,,,,,,,,
"CZK 17,900",CZK 0,594058,2+kk,8/9/2022,46 m²,Partly,2,,257.54,337.71,751.77,963.98,478.77,823.83,405.65,1042.81,2237.1,283.15,"K Rovinám, Prague - Jinonice",50.052495,14.365057,"CZK 17,900",B,Very good,Prefab concrete,,,,Complete,Personal,Central,Standard,,,,,,,,,
"CZK 18,379","CZK 4,900",729775,2+kk,9/12/2022,44 m²,Fully furnished,6,1.0,81.8,549.28,66.54,230.82,91.14,337.47,663.84,635.86,297.56,429.32,Prague - Holešovice,50.10412,14.45355,"CZK 32,000",G,Very good,Brick,,,,,,,,,1.0,1.0,,,,,,
"CZK 15,000","CZK 2,500",355657,Studio,10/1/2022,31 m²,Fully furnished,6,1.0,116.53,539.22,323.54,628.53,89.16,929.12,412.29,436.2,125.33,160.97,"Topolová, Prague - Záběhlice",50.056367,14.5081821,"CZK 10,000",C,Very good,Prefab concrete,,,Up to 10 years,Complete,Personal,Electric boiler,Standard,,,,1.0,,,,,
"CZK 14,000","CZK 3,900",590617,2 bedroom,9/15/2022,56 m²,Partly,1,1.0,160.54,500.04,164.13,314.58,170.86,270.69,164.67,274.83,505.0,419.68,"Kolátorova, Prague - Břevnov",50.084717,14.371051,"CZK 25,000",E,Very good,Other,,,,,Other,Central,,,1.0,,,,,,,
"CZK 16,000","CZK 4,500",567644,2+kk,11/1/2022,60 m²,Partly,2,1.0,418.09,2005.45,2004.8,2524.93,2073.58,2053.8,2603.95,2619.27,1714.42,1372.64,"Lošáková, Prague - Pitkovice",50.0138924,14.5867087,"CZK 30,000",B,Very good,Other,1.0,1.0,Up to 10 years,,Personal,,Standard,,1.0,,1.0,,,,,
"CZK 10,500","CZK 2,400",698535,Studio,7/1/2022,30 m²,Fully furnished,2,1.0,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,"CZK 12,000",G,Good,Prefab concrete,,,,,Personal,Central,,,,,,,,,,
"CZK 20,000","CZK 5,500",728974,2+kk,8/7/2022,50 m²,Fully furnished,,,163.17,1460.32,391.65,714.12,243.34,686.55,366.05,249.98,869.35,280.34,Prague - Bubeneč,50.10882,14.4003,"CZK 30,000",G,Very good,Brick,,,,,,,,,1.0,,,,,1.0,,
"CZK 18,500","CZK 5,990",513052,3+1,9/1/2022,75 m²,Fully furnished,6,1.0,351.74,1212.9,293.28,850.1,350.33,207.65,366.1,626.86,1723.21,98.13,Prague - Černý Most,50.1063173,14.572282,"CZK 23,000",A,Good,Prefab concrete,1.0,,,Exterior,Personal,Central,Standard,,,,,,,,,
"CZK 20,990","CZK 3,407",729697,2+kk,9/9/2022,58 m²,Unfurnished,2,1.0,356.7,653.35,563.88,2270.73,373.52,776.99,782.38,587.03,1560.51,157.37,"Hrašeho, Prague - Čimice",50.13851916666,14.42648583333,"CZK 24,397",C,New-build,Other,1.0,1.0,,,Personal,,,,1.0,,1.0,"CZK 24,397",,,,
"CZK 32,000","CZK 3,000",689930,3+1,9/1/2022,80 m²,Fully furnished,2,1.0,83.09,278.62,205.88,378.41,5.96,503.36,395.91,397.31,304.34,390.61,"Novákových, Prague - Libeň",50.10418,14.47862,"CZK 35,000",C,Very good,Brick,,,,,Personal,Central,,,,,,,,,,
"CZK 28,500","CZK 4,900",729694,3+kk,8/12/2022,76 m²,Partly,1,1.0,83.64,611.38,81.87,629.89,10.85,661.05,486.54,529.59,401.64,426.26,Prague - Vinohrady,50.06811,14.43465,"CZK 28,500",G,Very good,Brick,,,,,,,,,,,,,1.0,,,
"CZK 13,900","CZK 2,000",729672,Studio,11/1/2022,30 m²,Partly,3,1.0,257.29,300.15,33.66,194.47,8.77,205.24,71.99,288.83,109.46,536.46,Prague - Žižkov,50.08521,14.45006,"CZK 25,000",C,New-build,Other,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",9349,2+kk,9/1/2022,50 m²,Partly,2,,304.48,869.35,195.04,351.24,213.59,304.16,191.51,145.15,539.67,409.18,"Jeseniova, Prague - Žižkov",50.089056,14.473377,"CZK 40,000",E,,Brick,,,30 - 50 years,,Personal,,Standard,1.0,,,,,,,,
"CZK 13,500","CZK 3,000",725391,Studio,8/1/2022,31 m²,Partly,2,1.0,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,"CZK 16,500",A,New-build,Brick,,,,,,,,,,,1.0,,,,,
"CZK 3,000","CZK 3,000",547824,4+kk,8/13/2022,6 m²,Fully furnished,5,,216.22,290.06,122.19,317.0,101.84,253.37,12.82,123.6,442.58,372.04,"Krásova, Prague - Žižkov",50.0837704,14.446726,"CZK 2,000",,Good,Brick,,,,,Personal,,,,,,,,,,,
"CZK 24,000",CZK 0,425050,2+kk,10/1/2022,63 m²,Fully furnished,6,1.0,89.4,400.63,172.37,246.41,338.79,420.2,289.98,221.48,688.73,299.36,"Bělocerkevská, Prague - Vršovice",50.0708974,14.469628,"CZK 24,000",D,Very good,Brick,,,Up to 10 years,Complete,Personal,Central,Luxurious,,,,1.0,,,,,
"CZK 13,000","CZK 3,000",557444,Studio,9/1/2022,38 m²,Unfurnished,6,,455.34,678.21,536.04,983.13,748.64,898.39,554.93,672.94,759.65,344.43,"Padovská, Prague - Horní Měcholupy",50.0428927,14.5489151,"CZK 16,000",C,,Brick,1.0,,,,Personal,Distance,,,1.0,,,,,,,
"CZK 13,000","CZK 3,000",603525,Studio,9/1/2022,39 m²,Unfurnished,2,,405.82,1735.36,1054.69,1829.53,829.29,1537.37,1423.47,1689.02,1379.73,841.56,"Sicherova, Prague - Kyje",50.114749,14.56658,"CZK 16,000",C,New-build,Brick,1.0,,,,Personal,Central,,,1.0,,,,,1.0,,
"CZK 25,900","CZK 4,900",729635,3+1,9/1/2022,77 m²,Fully furnished,6,1.0,378.13,329.47,218.08,830.86,307.8,245.23,708.3,212.6,553.81,45.31,Prague - Stodůlky,50.04532,14.31142,"CZK 30,000",G,Very good,Prefab concrete,,,,,Personal,,,1.0,,,,,,,,
"CZK 7,500","CZK 1,500",688853,Other,7/1/2022,31 m²,Unfurnished,,,200.57,849.52,203.4,687.9,182.43,686.24,524.74,415.67,640.86,162.21,"Bulharská, Prague - Vršovice",50.07186,14.46305,"CZK 18,000",G,Very good,Brick,,,,,Personal,,,,,,,,,,,
"CZK 22,000",CZK 0,432247,1 bedroom,9/1/2022,45 m²,Fully furnished,2,,197.76,857.82,342.23,943.3,410.97,290.24,475.46,954.62,856.38,529.02,"U Druhé baterie, Prague - Břevnov",50.0895188,14.366109,"CZK 22,000",,,Brick,,,,,Personal,Gas boiler,,,,,,,,,,
"CZK 18,000","CZK 2,000",728576,2+kk,10/5/2022,44 m²,Partly,5,1.0,196.69,677.01,256.56,657.16,221.18,681.35,602.45,691.62,282.08,467.75,Prague - Žižkov,50.08773,14.48911,"CZK 20,000",C,Very good,Brick,,,,,Cooperative,Central,,,1.0,,,,,,,
"CZK 12,600","CZK 3,400",581251,1 bedroom,9/1/2022,34 m²,Partly,1,1.0,44.86,901.92,164.95,688.71,116.36,1007.32,1004.72,327.25,923.08,259.94,"Peroutkova, Prague - Radlice",50.06072,14.381253,"CZK 15,000",D,Very good,Other,,,Up to 10 years,Interior,Personal,,Standard,,,,,,,,,
"CZK 14,000","CZK 5,000",729563,Small studio,8/11/2022,36 m²,Partly,5,,101.06,946.85,286.9,249.37,174.97,548.17,204.64,301.27,575.14,230.69,Prague - Bubeneč,50.10428,14.40221,"CZK 28,000",G,Very good,Brick,1.0,,,,,,,,,1.0,,,,,,
"CZK 18,990","CZK 6,589",729548,4+1,9/8/2022,84 m²,Unfurnished,8,1.0,273.87,940.98,374.29,874.09,464.62,193.19,470.74,576.14,1527.54,192.25,"Generála Janouška, Prague - Černý Most",50.10628638888,14.57028777777,"CZK 25,579",G,Very good,Prefab concrete,,,,,Personal,,,,,,,"CZK 25,579",,,,
"CZK 13,000","CZK 1,000",453183,Small studio,8/11/2022,40 m²,Partly,1,1.0,358.51,468.44,185.83,1370.23,316.32,873.49,387.74,377.64,393.31,89.6,"Nad Panenskou, Prague - Střešovice",50.0869024,14.3831463,"CZK 20,000",,,Brick,,,,Complete,Personal,,,,,,,,,,,
"CZK 18,500","CZK 3,000",729534,1 bedroom,8/11/2022,41 m²,Partly,1,,54.32,79.0,92.18,437.62,95.28,96.47,704.6,445.94,745.03,511.05,Prague - Libeň,50.11973,14.45931,"CZK 18,500",G,Very good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 23,500","CZK 3,900",569174,2+kk,10/1/2022,48 m²,Fully furnished,-1,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,"CZK 35,000",B,Very good,Brick,,,Up to 10 years,Complete,Personal,Other,Luxurious,,,1.0,,,,,,
"CZK 21,000","CZK 4,500",131474,2+kk,9/1/2022,64 m²,Fully furnished,6,1.0,161.62,207.64,86.06,137.14,73.03,80.74,397.84,733.04,245.51,397.15,"Sochařská, Prague - Bubeneč",50.1008477,14.4247118,"CZK 42,000",,Very good,Brick,1.0,,10 to 30 years,Complete,Personal,,Luxurious,,1.0,,,,,,,
"CZK 20,000","CZK 3,700",729445,Studio,9/15/2022,63 m²,Partly,4,,143.01,2079.51,127.7,1993.68,175.32,2028.08,655.97,417.65,333.48,202.09,Prague - Hlubočepy,50.04139,14.39244,"CZK 20,000",G,Very good,Brick,,,,,Personal,,,,,,,,,,,
"CZK 18,500","CZK 3,000",729446,4+1,10/1/2022,93 m²,Fully furnished,5,1.0,303.36,340.83,118.42,526.47,136.61,247.56,240.93,389.66,678.65,200.22,Prague - Holešovice,50.10138,14.44501,"CZK 21,000",G,Very good,Brick,1.0,,,,,,,,1.0,,,,,,,
"CZK 20,800","CZK 5,200",729439,4+1,8/10/2022,76 m²,Fully furnished,,,211.27,263.88,246.34,260.83,250.56,1450.32,152.84,325.0,1084.56,327.63,Prague - Záběhlice,50.04753,14.48528,"CZK 40,000",G,Good,Brick,,1.0,,,,,,1.0,,,,,,,,
"CZK 22,500","CZK 4,000",728770,3+kk,11/1/2022,61 m²,Fully furnished,4,1.0,414.0,826.24,265.09,764.61,549.7,474.75,212.05,211.22,373.3,256.14,Prague - Prosek,50.122,14.48876,"CZK 50,000",D,Very good,Prefab concrete,,,,,,,,1.0,,,,,,,,
"CZK 16,000","CZK 5,000",729359,2 bedroom,8/24/2022,56 m²,Fully furnished,3,,167.41,1047.78,104.76,345.97,70.48,160.84,111.51,523.79,247.62,232.49,Prague - Vyšehrad,50.06732,14.41801,"CZK 30,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 17,990","CZK 4,000",729327,2+kk,9/1/2022,48 m²,Fully furnished,3,1.0,206.74,107.74,104.37,499.51,106.07,193.12,296.98,517.7,594.92,289.39,Prague - Smíchov,50.06802,14.39864,"CZK 22,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 25,001","CZK 5,000",487732,2 bedroom,10/31/2022,70 m²,Fully furnished,5,1.0,45.07,254.62,58.08,69.03,65.62,124.49,80.49,249.04,532.79,425.07,Prague - Nové Město,50.0907964,14.4344543,"CZK 45,000",B,Very good,Brick,1.0,,30 - 50 years,Complete,Personal,,Luxurious,,,,,,,,,
"CZK 13,000","CZK 4,500",729305,2+kk,9/1/2022,41 m²,Partly,3,1.0,195.18,503.25,129.34,3292.41,307.96,147.86,543.18,543.18,422.77,204.93,Prague - Kbely,50.13217,14.54885,"CZK 26,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 16,900","CZK 3,500",583541,2+kk,11/1/2022,60 m²,Fully furnished,2,,237.23,597.82,1049.92,3136.93,107.47,3099.76,994.39,648.68,1348.4,364.51,"Kupkova, Prague - Kolovraty",50.014838,14.634532,"CZK 20,000",A,New-build,Brick,1.0,1.0,Up to 10 years,Complete,Personal,Gas boiler,Standard,1.0,1.0,,,,,1.0,,
"CZK 17,000","CZK 5,500",729288,2 bedroom,8/9/2022,51 m²,Partly,3,1.0,160.15,619.99,13.81,107.23,189.78,869.86,141.78,658.77,461.72,117.96,Prague - Libeň,50.10508,14.48432,"CZK 34,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 29,500","CZK 6,000",667774,3+kk,9/15/2022,80 m²,Fully furnished,4,1.0,124.75,399.53,162.94,138.76,112.43,199.74,345.58,283.25,668.96,47.04,Prague - Košíře,50.069471,14.3711023,"CZK 60,000",G,Very good,Brick,,,,Complete,Personal,,,,1.0,,,,,,,
"CZK 22,000","CZK 2,746",729276,2+kk,10/1/2022,67 m²,Fully furnished,3,1.0,111.04,906.67,54.66,823.1,19.22,367.11,296.48,265.97,89.92,140.7,Prague - Břevnov,50.08491,14.37892,"CZK 40,000",G,Very good,Brick,1.0,1.0,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",728153,Studio,8/1/2022,23 m²,Fully furnished,,,107.77,1186.64,810.63,1121.47,,993.06,1441.45,978.22,1317.44,446.23,Prague - Troja,50.12075,14.41037,"CZK 46,000",G,Very good,Brick,,1.0,Up to 10 years,,,,Standard,,,,,,,,,
"CZK 12,500","CZK 2,600",681431,Studio,8/10/2022,32 m²,Fully furnished,2,1.0,122.22,278.19,131.4,1134.55,462.36,377.83,198.89,256.9,609.48,148.88,"Bachova, Prague - Chodov",50.03109,14.51434,"CZK 20,000",G,Very good,Prefab concrete,,1.0,,,Personal,,,,1.0,,,,,,,
"CZK 17,000","CZK 7,000",729238,4+kk,8/15/2022,103 m²,Partly,1,,105.54,1466.78,80.01,785.33,94.48,1220.32,1335.12,169.74,2053.45,304.03,Prague - Horní Počernice,50.11811,14.63006,"CZK 34,000",G,Very good,Other,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,000",728741,Studio,8/25/2022,48 m²,Unfurnished,2,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,G,Very good,Other,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,000",728742,Studio,8/25/2022,42 m²,Unfurnished,2,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,G,Very good,Other,,,,Complete,,,,,,,,,,,,
"CZK 30,000","CZK 5,000",728751,2+kk,8/25/2022,74 m²,Unfurnished,3,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,G,Very good,Other,,,,Complete,,,,,,,,,,,,
"CZK 25,000","CZK 3,000",729220,2+kk,8/9/2022,50 m²,Unfurnished,2,1.0,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,"CZK 25,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,000",729217,2+kk,8/9/2022,50 m²,Unfurnished,2,1.0,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,"CZK 25,000",G,Very good,Brick,,,,,,,,,,,,,,,,
