Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Age,Designe,Ownership,Heating,Terasa 4 m²,Sklep 4 m²,Garage,New-build,Parking,Terasa 12 m²,Reconstruction,Sklep 2 m²,Balkón 6 m²,Terasa 8 m²,Balkón 7 m²,Sklep 5 m²,Balkón 2 m²,Lodžie 4 m²,Lodžie 9 m²,Balkón 8 m²,Sklep 8.1 m²,Balkón 1 m²,Sklep 8 m²,Lodžie 7 m²,Sklep 3.1 m²,Lodžie 1 m²,Terasa 20 m²,Sklep 3 m²,Terasa 5 m²,Lodžie 3 m²,Terasa 32 m²,Domácí mazlíčci vítáni,Administrative fee,Cellar,Balkón 4 m²,Lodžie 10 m²,Sklep 15 m²,Balkón 5 m²,Terasa 9 m²,Balkón 9 m²,Balkón 10 m²,Lodžie 5 m²,Balkón 3 m²,Balkón 40 m²,Terasa 50 m²,Sklep 6 m²,Balkón 15 m²,Terasa 25 m²,Lodžie 14.6 m²,Terasa 10 m²,Terasa 24 m²,Lodžie 6 m²,Sklep 12 m²,Enclosed balcony,Lodžie 5.1 m²,Terasa 11 m²,Lodžie 8 m²,Sklep 7 m²,Terasa 1 m²,Terasa 37 m²,Sklep 1 m²,Terasa 17 m²,Terasa 15 m²,Sklep 14 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Balkón 18 m²,Sklep 3.2 m²,Balkón 30 m²,Terasa 18 m²,Terasa 200 m²,Terasa 350 m²,Sklep 10 m²,Balkón 11 m²,Balkón 28 m²,Balkón 2.29 m²,Terasa 16.1 m²,Terasa 6 m²,Terasa 14 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Balkón 12 m²,Terasa 14.1 m²,Terasa 40 m²,Balkón 70 m²,Plot space,Lodžie 12 m²
"CZK 25,000","CZK 4,000","CZK 25,000",623860,3+kk,10/1/2022,2,G,57 m²,Partly,Very good,Prefab concrete,1.0,307.6,1234.23,221.94,964.34,223.51,917.08,410.05,637.9,958.28,119.61,"Nekvasilova, Prague - Karlín",50.09611,14.467125,,,Up to 10 years,Standard,Personal,Distance,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 8,733","CZK 20,000",730067,Studio,9/26/2022,3,G,56 m²,Fully furnished,Very good,Brick,1.0,189.18,160.11,178.24,180.32,20.05,230.44,266.64,745.59,557.09,388.8,Prague - Holešovice,50.09921,14.42274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,500","CZK 32,000",741051,Studio,9/18/2022,5,B,43 m²,Partly,New-build,Prefab concrete,1.0,248.1,552.43,228.55,227.79,126.9,364.56,755.86,984,520.44,452.81,Prague - Karlín,50.0958,14.452,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 3,000","CZK 3,000","CZK 2,000",547824,4+kk,10/22/2022,5,,5 m²,Partly,Good,Brick,,216.22,290.06,122.19,317.0,101.84,253.37,12.82,123.6,442.58,372.04,"Krásova, Prague - Žižkov",50.0837704,14.446726,,,Over 50 years,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 3,300","CZK 30,000",570282,Studio,10/1/2022,2,B,33 m²,Fully furnished,,Brick,1.0,217.82,1579.87,778.68,898.42,525.92,766.94,621.01,720.34,2166.54,559.12,"Štverákova, Prague - Horní Počernice",50.1118599,14.6268181,1.0,,,,Personal,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,500","CZK 15,000",166065,Small studio,11/1/2022,4,,30 m²,Fully furnished,,Prefab concrete,,293.39,389.37,379.09,467.11,253.99,385.33,759.36,887.4,688.31,198.64,"Přesličková, Prague - Záběhlice",50.0545842,14.5137586,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,000","CZK 16,000",569229,3+1,11/1/2022,3,,61 m²,Unfurnished,Very good,Prefab concrete,,346.65,385.1,354.41,474.54,224.32,689.06,345.64,208.63,1503.27,188.9,"Novoborská, Prague - Prosek",50.1241793,14.5015127,1.0,,,,Personal,Central,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 1,700","CZK 25,000",743038,Small studio,10/1/2022,1,G,22 m²,Fully furnished,Very good,Brick,,133.48,247.88,231.98,373.44,103.27,149.8,412.63,598.8,757.16,162.23,"Kováků, Prague - Smíchov",50.06767,14.40148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000","CZK 20,000",1042,2 bedroom,9/24/2022,4,,63 m²,Partly,Very good,Brick,1.0,142.41,481.87,71.06,177.29,57.92,259.28,585.64,582.33,278.55,351.13,"Přístavní, Prague - Holešovice",50.1042582072,14.4526219368,,,Over 50 years,Standard,Personal,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 2,500","CZK 16,000",451453,4+kk,10/31/2022,1,,35 m²,Fully furnished,,Brick,1.0,162.87,669.15,307.6,738.52,0.72,352.26,230.38,221.64,673.67,213.34,"Pernerova, Prague - Karlín",50.0893256,14.4450233,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 3,000","CZK 39,000",742743,3+kk,9/28/2022,4,C,86 m²,Partly,Very good,Brick,1.0,93.44,157.79,143.75,191.45,1.72,390.54,251.96,417.77,558.1,795.33,Prague - Vinohrady,50.07711,14.43638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 6,500","CZK 38,000",617666,3+kk,12/19/2022,2,B,115 m²,Fully furnished,Very good,Brick,1.0,211.64,452.05,298.84,219.86,260.77,92.48,724.86,871.35,310.07,375.08,"Podnádražní, Prague - Vysočany",50.11155,14.497226,1.0,1.0,,Luxurious,Personal,Central,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,500","CZK 11,000",742955,3+kk,11/1/2022,3,D,83 m²,Fully furnished,New-build,Prefab concrete,1.0,133.16,829.94,318.34,481.74,133.73,332.03,415.19,340.8,987.84,282.22,Prague - Prosek,50.11822,14.49667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,600","CZK 3,000","CZK 10,600",357713,Other,10/1/2022,2,A,18 m²,Fully furnished,Very good,Brick,,243.43,478.83,258.28,2046.87,115.96,1438.81,417.18,1539.98,460.96,481.67,"Českobrodská, Prague - Hrdlořezy",50.092641,14.515206,1.0,1.0,10 to 30 years,Standard,Personal,Central,,,,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,000","CZK 4,000","CZK 60,000",730311,3+1,8/22/2022,1,C,135 m²,Unfurnished,Very good,Brick,,245.95,829.21,271.92,437.76,294.35,431.58,604.69,77.33,429.89,205.19,Prague - Vinohrady,50.08084,14.44272,,,,Luxurious,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 20,000",742871,1 bedroom,9/29/2022,8,G,55 m²,Partly,Very good,Prefab concrete,,255.84,711.02,290.87,640.89,546.79,304.35,500.75,1003.12,1186.05,293.84,Prague - Bohnice,50.1303,14.42064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,750","CZK 5,000","CZK 15,750",363437,1 bedroom,10/1/2022,1,,45 m²,Partly,,Brick,,263.27,467.15,139.48,249.39,128.22,242.13,354.81,400.66,239.93,399.1,"Petrohradská, Prague - Vršovice",50.0676451,14.4517285,,,,Standard,Personal,Central,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000","CZK 10,000",554711,Small studio,11/1/2022,,C,25 m²,Fully furnished,,Brick,,117.78,1596.54,85.26,1756.37,294.9,1535.46,755.21,521.88,193.58,171.74,"Mladotická, Prague - Ruzyně",50.0865731,14.3246233,,1.0,,,Personal,Central,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 4,500","CZK 10,000",742431,2+kk,10/31/2022,3,G,42 m²,Unfurnished,Wrong,Prefab concrete,1.0,258.84,666.15,577.46,729.96,786.05,822.47,373.87,501.15,1150.56,203.16,Prague - Řepy,50.0655,14.31544,,,,,,Distance,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,500","CZK 15,000",576852,2+kk,11/1/2022,2,C,61 m²,Unfurnished,Very good,Brick,,260.46,271.89,179.62,298.83,95.87,235.46,73.6,181.03,431.36,368.74,"Vlkova, Prague - Žižkov",50.0834672,14.4473375,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,000","CZK 28,000",742680,2 bedroom,9/28/2022,3,,51 m²,Unfurnished,Good,Brick,1.0,183.66,607.6,91.73,145.2,267.7,898.45,78.38,668.7,484.97,54.56,Prague - Libeň,50.1055,14.48385,,,,,Cooperative,Central,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,000","CZK 30,000",742766,2+kk,2/1/2023,5,G,53 m²,Partly,Very good,Brick,1.0,254.76,540.71,205.12,85.46,19.39,241.78,259.36,682.95,228.02,486.38,Prague - Nové Město,50.08066,14.42627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,330","CZK 14,000",594523,1 bedroom,7/20/2022,2,F,43 m²,Partly,Good,Brick,1.0,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,,,,,Personal,Distance,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000","CZK 11,000",624163,Studio,9/28/2022,1,C,25 m²,,Good,Brick,,9.83,1015.22,514.62,1685.71,223.01,348.91,798.2,1203.5,863.38,250.12,"Khodlova, Prague - Horní Počernice",50.110252,14.603712,,,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 3,500","CZK 20,000",742731,Studio,11/1/2022,4,C,42 m²,Partly,Very good,Brick,,87.46,291.02,164.85,573.95,23.76,280.13,390.41,427.27,175.63,261.32,Prague - Žižkov,50.08749,14.4538,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 7,500","CZK 32,500",166213,2 bedroom,9/25/2022,3,C,72 m²,Fully furnished,Very good,Brick,,43.02,651.84,58.12,105.85,62.56,114.65,182.82,529.84,274.61,537.47,"Spálená, Prague - Nové Město",50.0808055,14.4197518,,,Up to 10 years,Standard,Personal,Gas boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 2,000","CZK 13,000",425448,Small studio,9/1/2022,1,,18 m²,Fully furnished,Very good,Brick,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,,,Up to 10 years,Standard,Personal,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 3,000","CZK 17,500",713340,Studio,10/1/2022,5,C,31 m²,Partly,New-build,Brick,1.0,367.44,1689.51,618.77,1671.06,1083.25,628.15,1339.2,1360.76,889.22,111.8,"Sousedíkova, Prague - Vysočany",50.10526,14.51782,1.0,,Up to 10 years,,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 8,000","CZK 25,000",553540,3+1,,1,C,90 m²,Partly,,Brick,,615.64,634.74,678.77,2436.03,600.63,596.82,633.0,2424.49,1273.24,101.79,"Nad Želivkou, Prague - Nebušice",50.1074434,14.3253147,1.0,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 6,000",CZK 0,398175,2+kk,9/22/2022,5,C,53 m²,Fully furnished,New-build,Brick,,322.16,487.22,1009.02,1046.58,433.87,583.81,875.35,1020.56,330.79,86.53,"Pavla Beneše, Prague - Letňany",50.1390545,14.5195608,,1.0,Up to 10 years,Standard,Personal,Distance,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,300","CZK 50,000",742335,Studio,9/26/2022,1,A,27 m²,Fully furnished,New-build,Brick,1.0,103.37,511.34,236.45,307.94,298.9,332.21,184.63,543.07,325.91,278.91,Prague - Strašnice,50.07245,14.49368,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,990",CZK 600,"CZK 31,990",741790,3+1,9/22/2022,3,D,106 m²,Partly,Very good,Brick,,335.24,381.26,96.98,310.76,230.33,229.72,245.91,762.53,136.02,332.04,Prague - Bubeneč,50.10195,14.42523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,490","CZK 3,381","CZK 15,871",742598,2+kk,10/24/2022,3,C,50 m²,Unfurnished,Good,Prefab concrete,,641.93,1436.31,635.57,1163.6,183.54,667.98,489.38,970.95,1286.54,223.71,"Proutěná, Prague - Újezd u Průhonic",50.02269166666,14.525865,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 15,871",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,990","CZK 2,699","CZK 17,689",742597,2 bedroom,10/24/2022,4,C,61 m²,Partly,Good,Brick,1.0,0.15,992.83,170.64,629.18,148.61,566.06,365.63,340.22,707.13,139.55,"Na Veselí, Prague - Nusle",50.05627166666,14.44106,1.0,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 17,689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500",CZK 700,"CZK 20,000",629244,1 bedroom,10/18/2022,1,G,33 m²,Partly,Good,Brick,,146.07,684.78,349.09,484.48,136.08,375,583.67,547.93,1014.05,332.67,"Kounická, Prague - Strašnice",50.078106,14.502632,,,,,Personal,Electric boiler,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,880","CZK 5,116","CZK 30,000",724451,2+kk,9/1/2022,1,G,42 m²,Fully furnished,Very good,Brick,,14.41,674.77,29.3,40.79,8.33,37.64,298.48,406.69,379.19,357.17,Prague - Žižkov,50.08922,14.46875,,,Up to 10 years,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 6,000","CZK 22,000",742507,2 bedroom,9/26/2022,4,G,62 m²,Unfurnished,Very good,Brick,1.0,799.73,1253.97,951.75,1258.99,891.21,1191.31,1040.85,1013.14,1161.77,727.28,Prague - Michle,50.04991,14.46035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,600","CZK 3,800","CZK 18,600",617684,2+kk,10/31/2022,1,C,48 m²,Fully furnished,Very good,Brick,,240.11,501.77,74.95,305.72,25.32,322.02,331.5,349.51,426.29,112.53,"Náměstí Dr. Václava Holého, Prague - Libeň",50.106349,14.475108,,,Up to 10 years,Luxurious,Personal,Electric boiler,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,500","CZK 23,000",593484,2 bedroom,12/26/2022,1,E,55 m²,Fully furnished,Very good,Brick,,136.89,329.15,41.89,105.8,60.17,104.14,190.75,165.34,409.76,236.87,"Žitomírská, Prague - Vršovice",50.069746,14.456748,,,,,Personal,Gas boiler,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,500","CZK 2,500",CZK 0,639142,Small studio,12/1/2022,,E,18 m²,Fully furnished,Very good,Brick,,209.59,840.19,687.43,717.51,201.1,661.04,596.79,348.73,669.22,408.75,"Na Dolnici, Prague - Stodůlky",50.049512,14.3264238,,,10 to 30 years,Standard,Personal,Central,,,,,1.0,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000",CZK 500,"CZK 44,000",741675,3+kk,9/23/2022,1,C,72 m²,Partly,Very good,Brick,,42.08,898.73,111.88,819.27,180.03,265.17,622.01,722.88,808.87,348.91,Prague - Krč,50.04207,14.45988,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 3,300","CZK 50,000",720065,Studio,10/3/2022,5,D,30 m²,Unfurnished,Very good,Brick,1.0,185.24,329.01,194.37,186.19,90.06,377.21,518.65,520.95,413.15,566.37,Prague - Vinohrady,50.07794,14.43242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,700","CZK 40,000",699449,3+kk,11/1/2022,1,G,57 m²,Partly,Very good,Brick,1.0,136.72,276.4,385.73,322.18,209.99,1680.36,488.36,790.11,1278.27,330.8,"Svojšovická, Prague - Záběhlice",50.04568,14.48903,,,,,Cooperative,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 7,000","CZK 22,000",741646,2 bedroom,11/1/2022,4,G,55 m²,Partly,Very good,Brick,,110.54,815.17,478.87,513.94,156.65,496.26,497.49,582.69,1174.39,298.25,Prague - Břevnov,50.08736,14.3389,,,,,Personal,,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 1,000","CZK 35,000",742031,3+kk,9/29/2022,1,G,73 m²,Fully furnished,Very good,Brick,1.0,277.08,786.82,248.92,496.44,271.74,327.01,327.14,612.29,280.72,228.81,Prague - Libeň,50.10861,14.47539,1.0,,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,000","CZK 18,500",729534,1 bedroom,8/11/2022,1,G,41 m²,Partly,Very good,Brick,,54.32,79.0,92.18,437.62,95.28,96.47,704.6,445.94,745.03,511.05,Prague - Libeň,50.11973,14.45931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,500","CZK 34,000",742333,2+kk,9/26/2022,1,G,40 m²,Unfurnished,Very good,Brick,,110.01,892.87,260.38,529.22,75.69,493.14,420.73,311.25,670.77,229.29,Prague - Nusle,50.05551,14.44094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 5,000","CZK 16,000",741557,Studio,9/21/2022,4,G,29 m²,Fully furnished,Very good,Brick,,172.02,1332.68,152.73,1274.27,325.33,778.95,735.42,1137.24,228.53,364.95,Prague - Záběhlice,50.05513,14.4865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,500","CZK 36,000",742250,1 bedroom,9/26/2022,3,G,46 m²,Fully furnished,New-build,Brick,1.0,214.35,1116.5,130.22,157.07,143.67,173.68,237.67,456.5,423.17,238.58,Prague - Vyšehrad,50.06662,14.42083,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 13,000",742200,2+kk,9/25/2022,1,E,56 m²,Partly,Good,Brick,,180.36,656.28,125.61,175.11,156.44,751.13,238.68,777.51,476.82,214.86,Prague - Libeň,50.10422,14.48492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,300","CZK 15,000",742120,Studio,9/24/2022,7,G,34 m²,Partly,Very good,Brick,1.0,297.76,788.54,277.56,532.19,299.09,531.96,617.8,430.56,757.75,487.6,Prague - Nusle,50.06288,14.44909,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
