Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Domácí mazlíčci vítáni,Parking,Balkón 8 m²,Sklep 4 m²,Garage,Sklep 6 m²,Terasa 13 m²,Age,Designe,Ownership,Heating,Balkón 5 m²,Sklep 2 m²,Balkón 8.73 m²,Terasa 2.67 m²,Reconstruction,Lodžie 6 m²,Balkón 7 m²,Sklep 3 m²,Cellar,Balkón 2 m²,Sklep 8 m²,Balkón 4 m²,Lodžie 4 m²,Balcony,Terrace,Sklep 28 m²,Lodžie 15 m²,Sklep 5 m²,Balkón 18 m²,Sklep 3.2 m²,New-build,Balkón 30 m²,Lodžie 5 m²,Lodžie 7 m²,Balkón 6 m²,Terasa 18 m²,Terasa 200 m²,Sklep 15 m²,Terasa 350 m²,Enclosed balcony,Balkón 3 m²,Balkón 40 m²,Terasa 50 m²,Lodžie 3 m²,Sklep 12 m²,Terasa 5 m²,Sklep 10 m²,Balkón 10 m²,Terasa 15 m²,Balkón 11 m²,Balkón 28 m²,Balkón 32 m²,Terasa 32 m²,Administrative fee,Lodžie 8 m²,Lodžie 10 m²,Terasa 20 m²,Balkón 2.29 m²,Terasa 12 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 6.1 m²,Sklep 3.7 m²,Terasa 11 m²,Terasa 8 m²,Terasa 6 m²,Lodžie 9 m²,Terasa 14 m²,Terasa 25 m²,Balkón 15 m²,Terasa 10 m²,Sklep 1 m²,Balkón 13 m²,Sklep 7 m²,Balkón 33 m²,Terasa 29 m²,Balkón 9 m²,Sklep 1.5 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Balkón 1 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Balkón 12 m²,Sklep 20 m²,Balkón 16 m²,Terasa 14.1 m²,Terasa 9 m²,Sklep 14 m²,Terasa 40 m²,Balkón 35 m²,Balkón 70 m²,Plot space,Lodžie 12 m²
"CZK 17,000","CZK 3,400",713830,2+kk,11/1/2022,43 m²,Fully furnished,5,1.0,322.21,364.76,375.03,363.57,348.82,368.8,843.52,786.4,618.84,59.07,"Strašnická, Prague - Hostivař",50.05542,14.51693,"CZK 34,000",G,Very good,Prefab concrete,,,,,,,,Up to 10 years,Standard,Personal,Central,,,,,Complete,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,300",742120,Studio,9/24/2022,34 m²,Partly,7,1.0,297.76,788.54,277.56,532.19,299.09,531.96,617.8,430.56,757.75,487.6,Prague - Nusle,50.06288,14.44909,"CZK 15,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000",CZK 0,742113,2 bedroom,9/24/2022,130 m²,Fully furnished,1,,181.91,433.03,268.76,438.19,29.11,408.22,136.37,131.9,541.85,822.93,Prague - Vinohrady,50.0795,14.43504,"CZK 105,000",A,New-build,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000",740968,1 bedroom,11/1/2022,35 m²,Partly,3,,319.95,365.88,315.53,2104.38,280.62,382.54,904.56,76.15,360.98,365.65,Prague - Hostivař,50.05212,14.54533,"CZK 12,000",B,Very good,Prefab concrete,,,,,,,,,,,Central,,,,,Complete,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,900",CZK 650,714444,Small studio,10/1/2022,27 m²,Unfurnished,4,,156.25,663.41,113.92,440.06,0.11,438.41,253.01,384.55,669.84,374.48,"Mexická, Prague - Vršovice",50.07212,14.45724,"CZK 10,900",G,Good,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,000",741197,Studio,9/19/2022,28 m²,Fully furnished,2,1.0,103.66,657.77,107.76,95.74,21.57,164.36,187.09,244.66,128.17,354.38,Prague - Holešovice,50.09852,14.43205,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,900",740986,2+kk,11/1/2022,44 m²,Partly,6,1.0,723.78,1509.39,1245.03,1549.36,755.23,1542.52,1033.44,1108.57,984.48,987.82,Prague - Hostivař,50.04744,14.53055,"CZK 35,000",G,New-build,Brick,,1.0,,,1.0,,,,Standard,Personal,Distance,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 2,700",741001,Studio,9/18/2022,50 m²,Partly,4,1.0,91.34,289.99,135.8,261.29,109.15,224.49,370.49,555.32,136.36,268.8,Prague - Žižkov,50.08845,14.45856,"CZK 66,000",G,New-build,Brick,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 2,500",741867,Small studio,9/22/2022,26 m²,Partly,3,1.0,388.3,463.21,203.33,533.33,299.6,450.12,546.06,827.52,914.28,240.75,Prague - Troja,50.12745,14.42308,"CZK 34,000",,New-build,Brick,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,989","CZK 3,900",741991,2+kk,9/25/2022,65 m²,Fully furnished,2,,62.41,928.02,321.1,851.07,233.65,873.15,630.87,439.6,406.72,380.47,Prague - Zličín,50.06432,14.29795,"CZK 20,000",A,New-build,Low-energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 3,500",741987,2+kk,9/23/2022,54 m²,Unfurnished,1,,256.86,978.47,275.8,331.27,184.32,258.19,300.63,254.27,430.15,299.66,Prague - Žižkov,50.08934,14.47485,"CZK 14,500",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,800","CZK 4,500",741485,1 bedroom,10/1/2022,42 m²,Partly,1,,278.8,1090.64,515.54,1213.83,149.7,363.72,501.15,471.68,569.61,415.42,Prague - Modřany,50.00143,14.40646,"CZK 12,800",G,Good,Brick,,1.0,,,,,,,,Personal,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 3,900",741949,3+1,11/1/2022,90 m²,Partly,2,,382.69,615.08,428.7,437.84,403.89,494.22,353.15,874.3,631.07,318.96,Prague - Libeň,50.1188,14.45501,"CZK 50,000",,Very good,Brick,,,,,,,,,,Personal,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 5,875",455170,2+kk,11/20/2022,48 m²,Fully furnished,1,,71.5,898.38,291.78,831.18,444.97,533,270.89,1255.38,663.36,192.7,"U Pergamenky, Prague - Holešovice",50.1108959,14.4470802,"CZK 26,000",,Very good,Brick,,1.0,,,,,,,,Cooperative,Central,,,,,Complete,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,500",429293,2+kk,9/25/2022,53 m²,Unfurnished,5,1.0,48.72,1285.22,71.13,89.87,159.58,137.84,152.0,374.63,188.75,251.3,"Na Vápence, Prague - Žižkov",50.0912147,14.4749068,"CZK 23,500",,,Brick,,,,,,,,,,Personal,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500",CZK 100,619896,Studio,9/23/2022,45 m²,,3,,506.04,1293.13,492.4,1063.74,319.79,524.81,346.21,843.56,1136.52,114.97,"Jažlovická, Prague - Chodov",50.024706,14.523331,"CZK 20,000",A,New-build,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,995",CZK 1,617842,Studio,9/23/2022,45 m²,,3,,49.36,366.19,79.04,475.57,50.16,339.11,784.62,878.86,991.53,168.83,"Ke kříži, Prague - Uhříněves",50.029588,14.595055,"CZK 19,000",A,New-build,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,995",CZK 1,614674,Studio,9/23/2022,45 m²,Partly,3,,473.56,1254.32,605.44,1035.59,947.56,1156.68,545.39,574.88,1519.13,309.4,"Křemenná, Prague - Uhříněves",50.037252,14.594891,"CZK 19,000",A,New-build,Brick,,1.0,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,900","CZK 3,500",711832,2 bedroom,9/30/2022,62 m²,Partly,1,,336.12,680.36,332.66,1072.13,260.97,752.85,577.06,711.73,670.11,40.19,"U Nikolajky, Prague - Smíchov",50.06705015,14.39396804721,"CZK 17,700",E,Very good,Brick,1.0,,,,,,,Over 50 years,,Personal,Electric boiler,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,990","CZK 6,196",741850,4+kk,10/20/2022,102 m²,Unfurnished,2,1.0,115.56,1196.02,226.73,1606.13,237.07,486.21,613.38,59.58,766.34,635.62,"Čertův vršek, Prague - Libeň",50.11769,14.47228277777,"CZK 44,186",B,New-build,Other,,1.0,,,,,,,,Personal,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"CZK 44,186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 4,500",740636,Studio,11/28/2022,58 m²,Fully furnished,3,1.0,233.47,437.35,169.28,279.19,158.02,212.34,325.01,370.86,210.14,428.9,Prague - Vršovice,50.0674,14.4519,"CZK 30,000",C,Very good,Brick,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000",741728,2+kk,9/22/2022,40 m²,Partly,3,1.0,732.4,1059.19,980.14,1158.92,175.51,1042.93,548.26,670.49,192.28,726.84,Prague - Hostivař,50.03688,14.54672,"CZK 30,000",G,Very good,Prefab concrete,,,,,,,,,,Personal,Central,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000",741730,2+kk,9/22/2022,45 m²,Fully furnished,1,1.0,402.74,1735.83,705.96,1041.58,1021.29,1737.64,1200.25,1341.8,649.99,598.39,Prague - Hloubětín,50.09374,14.53303,"CZK 30,000",G,New-build,Brick,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,200","CZK 3,000",741678,2+kk,9/21/2022,36 m²,Partly,9,1.0,207.65,278.9,209.99,349.02,142.74,293.26,809.7,972.1,1313.31,420.91,Prague - Troja,50.12617,14.42044,"CZK 25,000",G,Very good,Prefab concrete,1.0,,,,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,990","CZK 4,583",741656,2+kk,10/20/2022,46 m²,Fully furnished,1,1.0,123.36,802.41,254.48,648.54,635.91,677.61,340.53,263.7,702.13,155.35,"Hausmannova, Prague - Modřany",50.01154222222,14.41741694444,"CZK 21,573",D,Very good,Prefab concrete,,,,,,,,,,Personal,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 21,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 4,500",308727,Studio,8/15/2022,26 m²,Partly,1,,321.61,1313.49,216.96,1113.77,394.42,254.78,164.22,156.5,890.05,246.07,"Na výhledech, Prague - Strašnice",50.0684525,14.5009037,"CZK 16,000",,Very good,Brick,,,,,,,,Over 50 years,Standard,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,990","CZK 3,374",741652,Studio,10/20/2022,30 m²,Fully furnished,3,1.0,361.1,912.56,228.7,874.19,576.78,998.83,371.07,2236.78,1246.08,141.46,"Milotická, Prague - Zličín",50.057998657227,14.281200408936,"CZK 16,364",C,New-build,Brick,,1.0,,,,,,,,Personal,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"CZK 16,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,700",CZK 0,741650,3+1,9/21/2022,65 m²,Partly,1,1.0,378.49,310.7,300.38,417.17,275.63,356.66,256.56,533.57,1363.94,284.19,Prague - Kobylisy,50.12884,14.47255,"CZK 13,500",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,900","CZK 5,900",662851,2+kk,10/1/2022,55 m²,Fully furnished,4,1.0,233.81,263.79,224.72,209.67,157.54,237.24,550.05,558.77,525.3,270.97,"Rohanské nábřeží, Prague - Karlín",50.09419,14.44737,"CZK 80,000",A,New-build,Brick,,1.0,,,1.0,,,,,Personal,Central,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,500",741633,2 bedroom,10/1/2022,48 m²,Partly,1,,92.88,690.47,254.06,472.98,286.02,204.81,297.48,651.96,342.0,151.44,Prague - Letňany,50.1361,14.50905,"CZK 25,000",G,Very good,Brick,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,000",741618,2 bedroom,10/5/2022,62 m²,Partly,4,,201.24,415.98,176.59,668.83,76.19,524.97,164.97,80.07,691.52,504.32,Prague - Vinohrady,50.07203,14.44016,"CZK 20,000",C,Very good,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 1,200",741336,2+kk,11/1/2022,43 m²,Partly,1,,216.46,1774.36,583.17,412.94,606.95,1107.38,1128.31,1029.74,517.13,878.05,Prague - Vokovice,50.09403,14.33444,"CZK 32,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,000",740680,1 bedroom,11/1/2022,37 m²,Partly,3,1.0,176.89,533.1,217.69,224.17,0.26,288.29,208.28,312.97,152.44,171.63,Prague - Háje,50.03194,14.52646,"CZK 28,000",G,Very good,Prefab concrete,,1.0,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 2,000",741482,1 bedroom,9/20/2022,42 m²,Fully furnished,,,308.95,359.86,262.0,352.52,306.94,322.14,394.69,362.51,672.38,207.31,Prague - Braník,50.02418,14.43047,"CZK 22,000",C,Good,Prefab concrete,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,990","CZK 4,793",741411,2+kk,10/20/2022,63 m²,Fully furnished,7,1.0,86.4,955.05,138.72,956.14,315.93,277.37,510.58,227.96,243.49,105.06,"Malkovského, Prague - Letňany",50.14192027777,14.50722222222,"CZK 19,783",C,Very good,Prefab concrete,,,,,,,,,,Personal,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"CZK 19,783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000",CZK 0,741376,2 bedroom,10/15/2022,55 m²,Partly,2,,193.62,886.4,77.93,605.06,75.32,329.73,269.13,190.1,154.87,143.99,Prague - Libeň,50.10773,14.49046,"CZK 30,000",G,Very good,Other,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,650",CZK 0,262439,1 bedroom,9/22/2022,42 m²,Partly,4,,199.08,871.2,156.11,575.85,182.29,455.67,295.58,477.46,968.34,398.18,"Grafická, Prague - Smíchov",50.0730669,14.394531,"CZK 11,650",F,,Brick,,,,,,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,900","CZK 5,000",740339,3+1,12/1/2022,85 m²,Partly,6,1.0,295.99,1387.26,288.89,1322.47,196.37,544.47,184.59,421.81,481.75,131.87,Prague - Střížkov,50.12565,14.48266,"CZK 25,000",G,Good,Prefab concrete,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,625","CZK 5,600",688096,2+kk,10/15/2022,50 m²,Fully furnished,1,1.0,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,"CZK 63,250",G,Very good,Brick,,,,,,,,Up to 10 years,Luxurious,Personal,Electric boiler,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000","CZK 10,000",732699,2+kk,9/6/2022,53 m²,Fully furnished,1,1.0,3.57,190.08,21.88,46.72,0.16,49.7,126.81,307.26,210.27,260.67,Prague - Staré Město,50.09081,14.42708,"CZK 40,000",E,New-build,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,500",736036,2+kk,9/19/2022,54 m²,Partly,5,1.0,100.23,939.76,153.49,621.09,138.91,192.6,264.37,595.16,305.1,220.46,Prague - Strašnice,50.06951,14.49267,"CZK 34,000",,Very good,Prefab concrete,,,,,,,,,,,Central,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900","CZK 4,500",687239,2+kk,12/1/2022,45 m²,Fully furnished,2,1.0,325.71,968.96,162.26,2110.68,160.3,997.63,1050.9,1575.88,2007.31,224.0,"K Beranovu, Prague - Dolní Chabry",50.13979,14.44901,"CZK 25,000",C,New-build,Brick,,1.0,,,,,,Up to 10 years,Standard,Personal,Central,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",737556,2+kk,9/12/2022,56 m²,Fully furnished,4,,159.19,701.35,186.0,393.34,186.98,214.61,352.62,518.89,577.8,707.14,Prague - Břevnov,50.08317,14.37215,"CZK 25,000",G,New-build,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 5,000",736857,2 bedroom,9/12/2022,45 m²,Fully furnished,3,,439.24,803.13,302.68,845.82,712.62,459.25,468.41,195.87,457.01,228.95,Prague - Strašnice,50.08273,14.49127,"CZK 10,000",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 6,000","CZK 1,000",736716,3+1,9/12/2022,30 m²,Partly,1,,377.25,753.08,261.66,548.17,290.84,743.07,518.13,1036.84,152.09,363.49,Prague - Podolí,50.05343,14.42159,"CZK 11,000",A,Good,Brick,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500",CZK 0,736216,Small studio,9/12/2022,40 m²,Fully furnished,2,1.0,188.61,665.38,138.31,582.02,12.68,635.95,359.43,352.67,364.12,161.68,Prague - Vršovice,50.07099,14.44582,"CZK 25,000",G,Very good,Brick,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,650","CZK 4,034",736170,Studio,10/15/2022,44 m²,Partly,8,,79.4,863.8,384.81,1183.67,250.36,286,278.16,798.55,93.98,256.66,Prague - Záběhlice,50.05582,14.49291,"CZK 25,000",B,Very good,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,500",740455,2+kk,11/1/2022,40 m²,Partly,6,1.0,317.33,1055.83,319.91,994.2,511.31,589.65,249.0,153.79,171.13,150.28,Prague - Střížkov,50.12238,14.48598,"CZK 16,000",G,Very good,Prefab concrete,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 4,500",545806,2+kk,11/1/2022,45 m²,Fully furnished,1,1.0,140.26,422.02,64.13,210.61,88.43,350.09,387.62,365.04,350.84,313.21,"Malešická, Prague - Žižkov",50.0869231,14.468838,"CZK 21,500",C,Very good,Brick,,,,,,,,,Luxurious,Personal,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,365",711808,2+kk,10/1/2022,49 m²,Fully furnished,6,1.0,47.78,826.64,80.43,845.07,369.97,226.1,585.05,391.79,530.72,483.78,"Lehovecká, Prague - Hloubětín",50.1079,14.54644,"CZK 39,000",B,New-build,Brick,,1.0,,,1.0,,,,,Personal,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500",732298,Small studio,10/1/2022,27 m²,Unfurnished,5,,300.2,346.13,242.74,505.67,74.26,511.17,211.23,158.33,185.85,232.99,Prague - Vinohrady,50.07635,14.46516,"CZK 26,000",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500",662820,Studio,10/1/2022,43 m²,Partly,1,1.0,426.71,1033.48,242.4,1012.54,635.67,576.3,533.04,449.67,1259.73,70.72,"Zakšínská, Prague - Střížkov",50.13041,14.49516,"CZK 30,000",G,New-build,Brick,,,,,1.0,,,,,Personal,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
