Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Age,Design,Total number of floors,Renovation,Heating,Front garden,Administration fee,Developer name,Project name,Kód jednotky,New building,Investment Advisor
379854,"CZK 11,400",50.0443978,14.5658065,"Na křečku, Prague - Horní Měcholupy",Studio,33 m²,"CZK 3,500",Partially furnished,4,Yes,No,No,No,No,No,No,11. 04. 2022,65,792,637,749,429,227,603,484,904,281,New build,"CZK 22,000",Personal,Brick building,C,1 to 10 years years,,Middle floor,,District heating,,,,,,Yes,
473911,"CZK 9,000",50.1353543,14.54159,"Toužimská, Prague - Kbely",Studio,26 m²,"CZK 3,500",Partially furnished,1,No,Yes,Yes,No,No,No,Yes,,136,654,773,675,907,546,546,565,806,,Excellent,"CZK 12,500",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Ground floor,,Gas boiler,18 m²,,,,,,
645848,"CZK 19,000",50.121135,14.463286,"Na Okrouhlíku, Prague - Libeň",3 bedroom,71 m²,"CZK 3,900",Furnished,2,Yes,No,No,No,No,No,No,09. 05. 2022,373,344,395,681,492,430,559,227,660,301,Excellent,"CZK 22,900",Personal,Brick building,C,,Standard materials and solutions,Middle floor,Overall,Gas boiler,,,,,,,
712751,"CZK 23,000",50.08737,14.34416,"Brunclíkova, Prague - Břevnov",2 bedroom,57 m²,"CZK 4,500",Partially furnished,6,No,No,Yes,No,No,No,No,05. 04. 2022,139,487,135,200,183,218,300,184,704,68,Excellent,"CZK 30,000",Personal,Prefab concrete building,E,10 to 30 years years,Standard materials and solutions,Middle floor,Interior,District heating,,,,,,,
668168,"CZK 7,800",50.12657,14.56602,"K Lindě, Prague - Satalice",Small studio,16 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,115,698,677,2,"1,402",790,815,667,763,,New build,"CZK 8,000",Personal,Brick building,G,,,,,,,,,,,,
649051,"CZK 11,000",50.126573,14.566015,"K Lindě, Prague - Satalice",1 bedroom with open-plan kitchen,54 m²,"CZK 4,000",Furnished,2,No,No,No,No,Yes,No,No,04. 04. 2022,115,699,678,2,"1,402",790,815,667,763,,Excellent,"CZK 11,000",Personal,Brick building,G,,,,,,,,,,,,
699045,"CZK 16,000",50.04112,14.56669,"Hornoměcholupská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,45 m²,"CZK 4,000",Furnished,5,Yes,No,No,No,Yes,Yes,Yes,24. 01. 2022,82,709,316,521,441,224,371,380,"1,105",307,New build,"CZK 40,000",Personal,Brick building,A,1 to 10 years years,,,,,,,,,,,
425445,"CZK 12,000",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,22 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 07. 2022,96,"1,112",343,721,186,792,491,465,675,180,Excellent,"CZK 14,000",Personal,Brick building,,1 to 10 years years,,,Overall,,,,,,,,
413854,"CZK 13,000",50.0652691,14.5053347,"Na Padesátém, Prague - Strašnice",1 bedroom with open-plan kitchen,57 m²,"CZK 8,200",,4,No,No,Yes,No,No,No,No,03. 04. 2022,99,"1,101",484,776,320,535,595,575,746,424,Excellent,"CZK 13,000",Personal,Prefab concrete building,C,,Standard materials and solutions,Top floor,,District heating,,,,,,,
517158,"CZK 36,000",50.101426,14.3708397,Prague - Dejvice,3 bedroom,85 m²,"CZK 6,000",Furnished,3,Yes,No,No,Yes,No,No,No,13. 04. 2022,295,930,440,566,439,345,742,855,774,312,,"CZK 60,000",Personal,Brick building,G,,,Attic,Overall,Gas boiler,,,,,,,
704234,"CZK 20,000",50.09782,14.36655,"Kladenská, Prague - Vokovice",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 04. 2022,459,383,480,389,33,259,773,611,901,105,Excellent,"CZK 40,000",Personal,Brick building,G,,Premium materials and solutions,Middle floor,Overall,Gas boiler,,,,,,,
712057,"CZK 16,500",50.02426,14.52633,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,50 m²,"CZK 3,600",Partially furnished,3,Yes,No,Yes,No,No,Yes,Yes,30. 03. 2022,514,"1,282",576,977,362,838,360,777,"1,073",198,New build,"CZK 33,000",Personal,Brick building,B,1 to 10 years years,Standard materials and solutions,Middle floor,,District heating,,,,,,,
577787,"CZK 24,000",50.0724568,14.3936394,"Plzenska, Prague - Smíchov",2 bedroom with open-plan kitchen,63 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,Yes,No,30. 03. 2020,42,872,179,563,167,692,172,998,907,294,Excellent,,Personal,Brick building,C,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,Central heating,,,,,,,
584668,"CZK 10,700",50.046155,14.48968,"Svojšovická, Prague - Záběhlice",Studio,28 m²,"CZK 3,300",Furnished,4,No,No,Yes,No,Yes,Yes,No,12. 08. 2021,175,298,407,344,298,450,770,"1,338",363,,Excellent,"CZK 14,000",Personal,Brick building,G,30 to 50 years years,Standard materials and solutions,Middle floor,Interior,District heating,,,,,,,
558127,"CZK 13,000",50.0846007,14.362892,"Patočkova, Prague - Břevnov",2 bedroom,52 m²,"CZK 3,500",Partially furnished,3,No,No,No,No,No,No,No,29. 04. 2019,151,143,206,229,267,233,280,632,234,498,,"CZK 28,000",Cooperative,Brick building,,,,Middle floor,,,,,,,,,
711933,"CZK 11,500",50.0651668,14.4575002,"Přípotoční, Prague - Vršovice",1 bedroom with open-plan kitchen,42 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 04. 2022,217,384,196,539,210,546,311,558,252,124,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
252450,"CZK 11,000",50.0712944,14.4655148,"Dvacátého osmého pluku, Prague - Vršovice",1 bedroom,43 m²,"CZK 2,830",Partially furnished,2,Yes,No,No,No,No,No,No,,47,610,174,526,170,489,289,179,808,150,,"CZK 11,000",Personal,Brick building,,,,,,District heating,,,,,,,
712555,"CZK 11,600",50.0632765,14.3107686,"Makovského, Prague - Řepy",1 bedroom with open-plan kitchen,43 m²,"CZK 4,400",Partially furnished,10,No,No,Yes,No,No,Yes,No,01. 05. 2022,203,276,278,327,436,433,734,681,503,,Excellent,"CZK 22,000",Personal,Prefab concrete building,G,,,Middle floor,,District heating,,,,,,,
712550,"CZK 22,990",50.15683583333,14.51585,"Marie Podvalové, Prague - Čakovice",2 bedroom with open-plan kitchen,66 m²,"CZK 4,233",Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,,437,"1,160",338,266,"1,161",213,138,,,,New build,"CZK 27,223",Personal,Other,G,,,,,,,"CZK 27,223

                                
                                
                
i",,,,Yes,
712532,"CZK 14,500",50.07888,14.49817,"V Úžlabině, Prague - Strašnice",2 bedroom,52 m²,"CZK 4,000",Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,303,538,242,382,290,335,512,614,"1,164",118,Excellent,"CZK 14,500",Personal,Prefab concrete building,G,,,,,,,,,,,,
274030,"CZK 14,000",50.0893868,14.3315494,"Naardenská, Prague - Liboc",Studio,53 m²,"CZK 3,000",Partially furnished,3,Yes,No,Yes,No,No,No,No,15. 04. 2022,407,"1,495",500,"1,099",91,"1,139","1,136",261,670,117,New build,"CZK 14,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,,Overall,District heating,,,,,,,
658146,"CZK 12,000",50.08429,14.44904,"Víta Nejedlého, Prague - Žižkov",1 bedroom,36 m²,CZK 740,Furnished,2,No,No,No,No,No,Yes,No,12. 04. 2021,301,129,59,156,50,149,149,185,228,530,Excellent,,Personal,Brick building,F,,,,,Other,,,,,,,
712524,"CZK 23,990",50.09188777777,14.45656249999,"Pernerova, Prague - Karlín",2 bedroom with open-plan kitchen,80 m²,"CZK 5,089",Furnished,2,Yes,No,Yes,No,No,No,No,,480,857,233,458,177,321,219,"1,137",372,145,Excellent,"CZK 29,079",Personal,Brick building,G,,,,,,,"CZK 29,079

                                
                                
                
i",,,,,
711206,"CZK 21,500",50.0739998,14.4353957,Prague - Vinohrady,Studio,38 m²,"CZK 4,500",Furnished,,Yes,Yes,No,No,No,Yes,No,01. 01. 1970,170,159,103,200,90,48,92,276,756,899,Excellent,"CZK 40,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,Electric boiler,,,,,,,
417903,"CZK 13,000",50.1112851,14.4976064,"Paříkova, Prague - Vysočany",Studio,43 m²,"CZK 2,500",Partially furnished,5,No,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,0,514,361,282,323,164,688,754,414,408,Excellent,"CZK 16,000",Other,Brick building,,10 to 30 years years,Standard materials and solutions,,,District heating,,,,,,,
611491,"CZK 25,000",50.07715,14.43733,"Anny Letenské, Prague - Vinohrady",2 bedroom,70 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,77,350,186,47,70,87,225,314,365,696,Excellent,"CZK 25,000",Personal,Brick building,C,,Standard materials and solutions,Middle floor,Overall,Gas boiler,,,,,,,
712420,"CZK 10,500",50.0736565,14.4926777,"Saratovská, Prague - Strašnice",1 bedroom,43 m²,CZK 600,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,165,314,218,196,278,208,85,524,521,313,Good,"CZK 21,000",Personal,Brick building,G,,,,,,,,,,,,
241625,"CZK 15,900",50.1138957,14.4798538,"U Pekařky, Prague - Libeň",1 bedroom with open-plan kitchen,48 m²,"CZK 1,900",Partially furnished,4,Yes,Yes,Yes,No,Yes,Yes,Yes,03. 04. 2022,186,177,"1,337",331,980,"1,134","1,350",939,316,,,"CZK 25,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,Gas boiler,10 m²,,,,,Yes,
543933,"CZK 22,900",50.1050022,14.3961888,"Nikolaje Alexejeviče Někrasova, Prague - Bubeneč",2 bedroom,78 m²,"CZK 3,900",Partially furnished,4,Yes,Yes,Yes,Yes,Yes,Yes,No,15. 05. 2022,153,790,174,218,84,194,264,262,468,103,,"CZK 45,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Attic,Overall,Gas boiler,10 m²,,,,,Yes,
711784,"CZK 14,000",50.0841662,14.4515896,"Seifertova, Prague - Žižkov",1 bedroom,39 m²,"CZK 2,500",Partially furnished,4,No,No,No,No,No,No,No,28. 03. 2022,83,107,13,101,33,122,299,347,363,463,Excellent,"CZK 16,500",Personal,Brick building,G,,,,,,,,,,,,
118686,"CZK 30,000",50.0695036,14.3174676,"Na Fialce II, Prague - Řepy",2 bedroom with open-plan kitchen,110 m²,"CZK 7,000",Furnished,2,Yes,No,No,No,No,No,Yes,01. 06. 2022,358,"1,261",962,"1,327",648,"1,114",770,535,577,211,Excellent,"CZK 70,000",Personal,Brick building,D,10 to 30 years years,Premium materials and solutions,Middle floor,,Gas boiler,,,,,,,
628389,"CZK 14,000",50.057523,14.43402,"Na Pankráci, Prague - Nusle",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,Yes,No,01. 10. 2020,51,"1,274",123,153,101,246,825,380,113,352,Excellent,"CZK 28,000",Personal,Brick building,C,,,,,,,,,,,,
216916,"CZK 12,500",50.0868140356,14.4540507614,"Roháčova, Prague - Žižkov",Studio,35 m²,"CZK 3,500",Partially furnished,1,No,No,No,No,No,No,No,,131,181,97,504,112,246,348,296,348,437,,"CZK 24,999",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Middle floor,Overall,District heating,,,,,,,
648507,"CZK 20,000",50.086382,14.445103,"Řehořova, Prague - Žižkov",2 bedroom with open-plan kitchen,63 m²,"CZK 2,000",Unfurnished,4,No,Yes,Yes,No,No,Yes,Yes,01. 05. 2022,166,680,439,635,157,648,415,455,497,649,Excellent,"CZK 40,000",Personal,Brick building,C,1 to 10 years years,Standard materials and solutions,Middle floor,Overall,Central heating,,,,,,,
545416,"CZK 17,900",50.0704284,14.4512084,"Košická, Prague - Vršovice",1 bedroom with open-plan kitchen,61 m²,"CZK 1,600",Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 05. 2022,126,555,100,102,59,417,178,355,334,272,Excellent,"CZK 35,800",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Middle floor,Overall,Gas boiler,,,,,,,
712258,"CZK 8,900",50.05479,14.49812,"U Zahradního města, Prague - Záběhlice",Studio,34 m²,"CZK 2,300",Partially furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,431,729,507,"1,225",514,515,453,244,763,588,Excellent,"CZK 11,200",Personal,Brick building,G,,,,,,,,,,,,
712226,"CZK 17,500",50.07329,14.43979,"Záhřebská, Prague - Vinohrady",Studio,26 m²,"CZK 2,900",Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,159,309,52,476,76,481,103,455,672,499,New build,"CZK 35,000",Personal,Other,A,,,,,,,,,,,,
712209,"CZK 12,990",50.08360611111,14.56736472222,"Na spojce, Prague - Dolní Počernice",Studio,29 m²,"CZK 2,634",Furnished,4,No,No,Yes,No,No,Yes,No,,500,"1,309",655,877,"1,474",388,,,,,Excellent,"CZK 15,624",Personal,Brick building,B,,,,,,,"CZK 15,624

                                
                                
                
i",,,,,
712208,"CZK 13,000",50.09776,14.36629,"Kladenská, Prague - Vokovice",2 bedroom,50 m²,CZK 600,Unfurnished,2,No,No,No,No,No,No,No,30. 03. 2022,479,364,461,369,52,240,753,591,921,85,Good,"CZK 13,000",Personal,Brick building,G,,,,,,,,,,,,
711672,"CZK 29,000",50.09012,14.4045,"Valdštejnské náměstí, Prague - Malá Strana",1 bedroom with open-plan kitchen,78 m²,"CZK 3,664",Partially furnished,2,No,No,No,No,No,No,No,01. 04. 2022,59,388,358,354,96,318,302,653,"1,005",772,Excellent,"CZK 60,000",Personal,Brick building,G,,,,,,,,,,,,
510077,"CZK 23,000",50.027717,14.4287618,"Novodvorská, Prague - Braník",3 bedroom,74 m²,"CZK 2,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 09. 2022,89,654,340,626,459,432,305,249,"1,245",322,,"CZK 44,000",Personal,Brick building,,,Standard materials and solutions,Top floor,Overall,Central heating,,,,,,,
697214,"CZK 13,000",50.06194,14.43608,"Petra Rezka, Prague - Nusle",1 bedroom,49 m²,"CZK 2,500",Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 04. 2022,167,614,151,528,121,457,121,445,399,278,Excellent,"CZK 31,000",Personal,Other,G,,,,Bathroom unit,,,,,,,,
512262,"CZK 9,800",50.0699333,14.3923511,"Nad Bertramkou, Prague - Smíchov",Studio,27 m²,"CZK 2,500",Furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,217,799,671,878,468,885,690,"1,102",346,542,Good,"CZK 25,000",Personal,Brick building,,,Standard materials and solutions,Raised ground floor,,Central heating,,,,,,,
561746,"CZK 22,000",50.0672879,14.5526084,"Honzíkova, Prague - Dolní Měcholupy",Studio,86 m²,"CZK 4,000",Partially furnished,7,No,Yes,No,No,No,No,Yes,01. 04. 2022,511,"1,208",327,246,506,"1,008","1,178",306,,,New build,"CZK 40,000",Personal,Brick building,,1 to 10 years years,,,,Central heating,,,,,,,
712029,"CZK 23,990",50.10301055555,14.43322222222,"Šimáčkova, Prague - Holešovice",1 bedroom with open-plan kitchen,70 m²,"CZK 1,234",Unfurnished,2,No,No,No,No,No,Yes,No,,114,770,169,294,55,98,477,456,857,,Excellent,"CZK 25,224",Personal,Brick building,A,,,,,,,"CZK 25,224

                                
                                
                
i",,,,,
703902,"CZK 15,990",50.11035555555,14.4866525,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,59 m²,"CZK 3,014",Furnished,4,Yes,No,Yes,No,Yes,Yes,No,,584,735,483,794,51,850,423,575,412,560,Excellent,"CZK 18,706",Personal,Brick building,C,,,,,,,"CZK 18,706

                                
                                
                
i",,,,,
524714,"CZK 26,000",50.0817465,14.4271892,"Václavské náměstí, Prague - Nové Město",Studio,80 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,159,379,137,87,20,155,398,847,114,372,,"CZK 30,000",Other,Brick building,,,,,,,,,,,,,
490850,"CZK 12,500",50.135346,14.5420411,"Toužimská, Prague - Kbely",1 bedroom with open-plan kitchen,54 m²,"CZK 4,000",Partially furnished,3,Yes,No,No,No,No,No,No,,107,625,744,645,878,517,517,535,716,,,"CZK 16,500",Personal,Brick building,C,,,,,Gas boiler,,,,,,,
711824,"CZK 14,000",50.10907,14.5569,"Za černým mostem, Prague - Kyje",Studio,,"CZK 3,000",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,28. 03. 2022,176,800,136,48,754,418,"1,323","1,438",483,,New build,"CZK 42,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
639881,"CZK 17,990",50.020821,14.40306,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,48 m²,"CZK 4,500",Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,01. 01. 2022,419,659,"1,181",370,"1,106",,,,,,New build,"CZK 30,000",Personal,Brick building,B,1 to 10 years years,Premium materials and solutions,Top floor,,District heating,,,,,,Yes,
180770,"CZK 10,800",50.1011439,14.4909093,"Prokopka, Prague - Vysočany",1 bedroom,37 m²,CZK 900,Partially furnished,2,No,No,No,No,No,No,No,20. 01. 2022,165,"1,206",215,849,308,"1,301",108,193,636,240,,"CZK 12,000",Personal,Brick building,,,Standard materials and solutions,,,Other,,,,,,,
395681,"CZK 20,000",50.0769497,14.4491685,"U vodárny, Prague - Vinohrady",1 bedroom with open-plan kitchen,55 m²,"CZK 5,000",Furnished,1,No,No,Yes,No,No,Yes,No,01. 04. 2022,90,292,115,86,36,94,251,204,666,146,,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,,
711070,"CZK 16,900",50.0573177,14.4207856,Prague - Podolí,1 bedroom with open-plan kitchen,59 m²,"CZK 3,100",Partially furnished,2,Yes,No,No,No,No,Yes,No,04. 07. 2022,172,280,180,81,167,277,67,681,458,95,Excellent,"CZK 25,000",Personal,Brick building,C,,,,,,,,,,,,
705161,"CZK 9,900",50.05716,14.44544,"Sdružení, Prague - Nusle",Studio,42 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,05. 02. 2022,316,993,46,504,172,928,349,323,"1,018",266,Excellent,"CZK 15,000",Other,Brick building,G,,Standard materials and solutions,Raised ground floor,,Other,,,,,,,
436587,"CZK 6,900",50.0835307,14.5007042,"Káranská, Prague - Malešice",Small studio,17 m²,"CZK 1,800",Furnished,1,No,No,No,No,No,No,No,23. 03. 2022,328,298,328,341,344,503,262,289,703,118,,"CZK 8,700",Personal,Brick building,,,,,,,,,,,,,
596754,"CZK 30,000",50.053638,14.355187,"Za Zámečkem, Prague - Jinonice",3 bedroom with open-plan kitchen,130 m²,"CZK 10,000",Partially furnished,1,Yes,No,No,No,No,Yes,Yes,21. 03. 2022,376,883,245,949,420,609,461,787,"1,290",596,Excellent,"CZK 79,998",Personal,Brick building,C,1 to 10 years years,Premium materials and solutions,Raised ground floor,Overall,Central heating,,,,,,,
457216,"CZK 26,900",50.0701197,14.4094656,"Vltavská, Prague - Smíchov",2 bedroom,56 m²,"CZK 3,900",Furnished,2,No,No,No,No,No,Yes,No,10. 05. 2022,335,773,142,252,2,482,802,"1,070",734,220,,"CZK 31,000",Personal,Brick building,D,1 to 10 years years,Premium materials and solutions,Middle floor,Interior,,,,,,,,
108759,"CZK 10,900",50.0483486747,14.5587515831,"Boloňská, Prague - Horní Měcholupy",Studio,33 m²,"CZK 3,500",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,385,"1,033",497,"1,111",184,"1,178",346,312,823,191,,"CZK 29,000",Personal,Brick building,C,,,,,,,,,,,,
680446,"CZK 72,000",50.09961,14.4244,"Ovenecká, Prague - Holešovice",5 bedroom with open-plan kitchen,234 m²,"CZK 4,000",Partially furnished,6,Yes,Yes,Yes,No,No,Yes,Yes,01. 11. 2021,69,159,85,31,97,65,326,409,498,,New build,"CZK 144,000",Personal,Brick building,C,1 to 10 years years,Premium materials and solutions,Top floor,Overall,Gas boiler,,,,,,,
711434,"CZK 8,490",50.10360722222,14.536865,"Šestajovická, Prague - Hloubětín",Studio,30 m²,"CZK 2,687",Furnished,1,No,No,No,No,No,Yes,No,,150,287,296,269,313,233,200,160,157,116,Good,"CZK 11,177",Personal,Prefab concrete building,D,,,,,,,"CZK 11,177

                                
                                
                
i",,,,,
710836,"CZK 12,200",50.05346,14.34362,"Blattného, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 1,300",Partially furnished,6,No,No,No,No,No,No,No,01. 04. 2022,335,552,309,598,390,274,281,222,"1,303",210,Excellent,"CZK 8,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
711361,"CZK 18,990",50.10032583333,14.42747916666,"Heřmanova, Prague - Holešovice",1 bedroom with open-plan kitchen,48 m²,"CZK 4,098",Furnished,3,Yes,No,Yes,No,No,Yes,No,,143,403,32,72,15,197,339,176,434,,Good,"CZK 23,088",Personal,Brick building,F,,,,,,,"CZK 23,088

                                
                                
                
i",,,,,
289499,"CZK 15,000",50.1014248,14.4494149,"Tusarova, Prague - Holešovice",2 bedroom,63 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,71,334,187,202,113,9,263,225,368,177,Good,,Cooperative,Brick building,G,,,Middle floor,Exterior,Other,,,,,,,
708392,"CZK 12,000",50.09870265,14.434113817606,Prague - Holešovice,Studio,27 m²,"CZK 2,500",Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,83,843,18,53,67,114,138,"1,337",311,511,Excellent,"CZK 12,000",Personal,Brick building,G,,,Middle floor,,Central heating,,,,,,,
710582,"CZK 22,000",50.07464,14.39318,"Švédská, Prague - Smíchov",3 bedroom,93 m²,CZK 650,Partially furnished,3,Yes,No,No,No,No,No,No,16. 03. 2022,236,"1,156",101,897,540,851,483,763,"1,254",626,Good,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
711085,"CZK 15,000",50.03172,14.53492,"Janouchova, Prague - Háje",1 bedroom with open-plan kitchen,45 m²,"CZK 4,500",Furnished,7,No,No,Yes,No,No,Yes,No,21. 03. 2022,40,287,311,329,271,581,375,222,631,156,Excellent,"CZK 20,000",Personal,Prefab concrete building,D,,,,,,,,,,,,
561837,"CZK 13,000",50.0290466,14.5305879,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,41 m²,"CZK 3,000",Partially furnished,11,No,No,No,No,No,Yes,No,01. 04. 2022,254,593,117,280,345,406,382,271,466,165,,"CZK 16,000",Personal,Prefab concrete building,A,,,,,,,,,,,,
