Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Cellar,Enclosed balcony,Heating,Ownership,Parking,Age,Balcony,Designe,Reconstruction,Terrace,Garage,New-build,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 29,042","CZK 5,400",714221,2+kk,6/29/2022,41 m²,Fully furnished,2,1.0,114.97,322.75,148.75,260.98,93.67,15.12,292.45,812.49,210.7,517.96,"Washingtonova, Prague - Nové Město",50.080715418652,14.431066350791,"CZK 58,084",D,Very good,Brick,,,Electric boiler,Personal,,Over 50 years,,Standard,Complete,,,,,,,
"CZK 19,851","CZK 4,100",714225,Studio,7/1/2022,27 m²,Fully furnished,4,1.0,135.82,343.6,169.61,240.13,114.52,5.73,313.3,791.64,231.55,538.81,"Washingtonova, Prague - Nové Město",50.080550474458,14.430927343016,"CZK 39,702",D,Very good,Brick,,,Electric boiler,Personal,,Over 50 years,,Standard,Complete,,,,,,,
"CZK 21,034","CZK 4,100",719023,Studio,6/15/2022,29 m²,Fully furnished,3,1.0,123.62,331.4,157.41,252.33,102.32,6.47,301.1,803.84,219.35,526.61,"Washingtonova, Prague - Nové Město",50.08065,14.431,"CZK 42,068",G,Very good,Brick,,,Electric boiler,Personal,,Over 50 years,,Standard,Complete,,,,,,,
"CZK 13,500","CZK 2,000",722970,Studio,9/1/2022,25 m²,Partly,1,1.0,125.12,479.9,118.49,181.69,179.17,500.68,297.06,229.85,434.46,517.72,"Štítného, Prague - Žižkov",50.0855445,14.45012865,"CZK 25,000",C,Very good,Brick,,,Electric boiler,Personal,,,,,,,,,,,,
"CZK 17,000","CZK 1,500",722384,3+kk,6/15/2022,67 m²,Partly,1,,196.99,757.59,83.07,579.14,110.59,776.47,560.61,1132.27,113.11,257.7,Prague - Podolí,50.0535,14.4193,"CZK 34,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,600",722967,3+kk,7/15/2022,57 m²,Fully furnished,6,1.0,736.73,1430.96,574.23,4018.45,493.34,753.19,1254.99,3441.16,1395.17,553.09,Prague - Dolní Měcholupy,50.06785,14.55596,"CZK 40,000",B,New-build,Other,1.0,,Central,Personal,,Up to 10 years,,,,1.0,1.0,1.0,,,,
"CZK 6,100","CZK 2,300",431534,5+1,6/30/2022,132 m²,Fully furnished,3,,306.36,1076.46,842.15,1550.47,541.07,997.34,849.4,746.32,633.58,553.24,"K Ovčínu, Prague - Kobylisy",50.138197393931,14.476293446033,"CZK 12,000",B,Very good,Brick,,,Electric boiler,Personal,,10 to 30 years,,Luxurious,,,,,,,,
"CZK 15,000","CZK 4,000",722348,2+kk,7/11/2022,55 m²,Fully furnished,7,1.0,174.73,312.62,272.67,285.12,359.97,338.9,698.86,343.71,942.11,338.77,Prague - Braník,50.02435,14.43772,"CZK 10,000",G,Very good,Prefab concrete,1.0,,,,,,,,,,,,,,,
"CZK 9,000","CZK 3,000",486744,Small studio,7/1/2022,21 m²,Fully furnished,1,,234.41,1093.41,488.67,900.02,259.96,776.15,552.5,671.5,1443.28,783.37,"Dvouletky, Prague - Strašnice",50.0763808,14.5061669,"CZK 12,000",D,Good,Brick,,,Distance,Personal,,,,,Interior,,,,,,,
"CZK 13,000","CZK 2,500",722841,Studio,6/19/2022,27 m²,Unfurnished,4,1.0,157.54,329.74,100.02,216.23,101.04,419.56,237.39,253.45,621.35,439.35,Prague - Nové Město,50.07701,14.41705,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 24,500","CZK 4,273",722634,2+kk,7/15/2022,60 m²,Fully furnished,6,1.0,225.1,1244.68,521.71,1130.1,647.46,862.02,996.89,117.91,651.9,303.0,Prague - Strašnice,50.08494,14.48471,"CZK 50,000",B,New-build,Other,,,,Personal,1.0,Up to 10 years,1.0,Luxurious,,1.0,1.0,1.0,,,,
"CZK 19,500","CZK 4,000",722815,2+kk,7/1/2022,48 m²,Partly,6,1.0,6.42,359.7,27.76,128.99,91.6,10.88,242.41,204.81,432.02,186.16,Prague - Holešovice,50.10237,14.45019,"CZK 29,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 5,000",564309,4+1,9/1/2022,90 m²,Unfurnished,5,1.0,355.53,502.21,250.25,427.16,344.64,720.42,245.79,690.63,593.16,325.92,"Podvinný mlýn, Prague - Libeň",50.10706,14.485427,"CZK 30,000",B,Very good,Prefab concrete,1.0,1.0,Distance,Personal,,10 to 30 years,,Standard,Complete,,,,,,,
"CZK 13,000","CZK 3,180",618428,1 bedroom,6/6/2022,45 m²,Partly,1,,320.17,599.56,39.17,175.2,26.1,273.01,330.61,369.71,451.98,238.61,"Rostovská, Prague - Vršovice",50.068631,14.450433,"CZK 16,180",G,,Brick,,,Gas boiler,Personal,,Over 50 years,,Standard,Interior,,,,,,,
"CZK 13,800","CZK 3,500",584725,Studio,6/27/2022,25 m²,Unfurnished,2,,167.68,694.43,458.8,501.04,51.46,377.17,693.41,641.72,1360.73,406.66,"Kounická, Prague - Strašnice",50.078599,14.504137,"CZK 27,600",A,Very good,Brick,,,,Personal,,Up to 10 years,,,Complete,,,,,,,
"CZK 16,000","CZK 3,100",722783,2+kk,6/19/2022,38 m²,Unfurnished,5,1.0,241.29,857.5,228.34,1093.33,288.65,1216.55,323.95,434.68,1222.87,510.6,Prague - Smíchov,50.07182,14.38459,"CZK 37,000",C,Very good,Brick,1.0,,,Personal,1.0,,,,Complete,,,,,,,
"CZK 16,000","CZK 2,800",722779,Studio,6/19/2022,35 m²,Partly,6,1.0,127.82,797.09,181.33,729.89,400.42,538.89,170.19,1157.38,672.06,260.41,Prague - Holešovice,50.11005,14.44738,"CZK 30,000",D,New-build,Brick,,,,,,,1.0,,,,,1.0,,,,
"CZK 14,990","CZK 5,010",721596,2+kk,9/1/2022,46 m²,Partly,8,1.0,558.19,1477.86,487.75,1590.26,802.13,478.75,258.08,479.79,609.47,265.93,Prague - Kamýk,50.01303,14.4347,"CZK 60,000",C,Very good,Prefab concrete,1.0,1.0,Central,,,,,Standard,Complete,,,,,,,
"CZK 6,000",CZK 500,683246,Other,7/1/2022,24 m²,Partly,-1,,396.35,2103.09,764.1,655.82,824.3,1277.74,691.88,2184.25,1596.31,295.8,"Holšická, Prague - Újezd nad Lesy",50.07848,14.66654,CZK 0,G,Good,Brick,,,,Personal,1.0,,,,,,,,,,,
"CZK 7,000","CZK 1,500",720167,2 bedroom,6/18/2022,54 m²,Partly,1,,276.52,616.98,279.57,635.41,171.06,491.12,150.78,70.04,851.96,455.92,Prague - Hloubětín,50.109026,14.5354798,"CZK 8,500",G,Good,Brick,1.0,,Distance,,1.0,,,,,,,,,,,
"CZK 38,000","CZK 5,500",708471,3+1,7/1/2022,100 m²,Partly,2,1.0,248.19,670.67,88.6,423.84,18.56,264.13,437.1,567.46,462.74,119.81,"Betlémská, Prague - Staré Město",50.08383,14.41542,"CZK 80,000",G,Very good,Brick,,,Gas boiler,Personal,,,,,Complete,,,,,,,
"CZK 30,000","CZK 2,000",718787,2+kk,7/1/2022,110 m²,Fully furnished,3,,388.21,360.64,221.81,333.04,41.23,622.14,410.54,617.97,682.72,239.81,"Velkopřevorské náměstí, Prague - Malá Strana",50.086234100649,14.407417820473,"CZK 32,000",G,Good,Brick,,,Gas boiler,Personal,,Over 50 years,,Standard,,,,,,,,
"CZK 17,200","CZK 3,000",641698,2+kk,6/22/2022,52 m²,Partly,4,1.0,265.83,251.01,77.36,146.63,92.22,71.21,40.43,550.0,166.02,178.36,"8. Listopadu, Prague - Břevnov",50.083434,14.366819,"CZK 17,200",B,Very good,Brick,1.0,,,Personal,,,1.0,,,,,,,,,
"CZK 18,490","CZK 2,828",722694,3+1,7/14/2022,73 m²,Partly,5,1.0,64.7,1070.92,371.98,1689.25,217.1,1997.22,1104.65,2083.35,1037.8,304.03,"Božanovská, Prague - Horní Počernice",50.11085055555,14.59919555555,"CZK 21,318",G,Very good,Prefab concrete,1.0,,,Personal,,,1.0,,,,,,"CZK 21,318",,,
"CZK 11,000","CZK 2,800",97312,Studio,7/1/2022,21 m²,Partly,12,1.0,89.54,333.55,179.27,160.27,60.17,190.09,155.13,133.04,1074.56,294.12,Prague - Vokovice,50.0981032,14.3582803,"CZK 5,000",,,Prefab concrete,1.0,1.0,Distance,Cooperative,,,,,,,,,,,,
"CZK 10,190","CZK 2,500",712258,Studio,8/1/2022,34 m²,Partly,1,,430.76,728.64,507.12,1224.96,514.39,514.8,453.17,243.79,763.4,588.47,"U Zahradního města, Prague - Záběhlice",50.05479,14.49812,"CZK 12,690",G,Very good,Brick,,,,Personal,,,,,,1.0,,,,,,
"CZK 9,995",CZK 1,614674,Studio,6/20/2022,45 m²,Partly,3,,473.56,1259.14,610.79,1045.46,952.38,1031.64,545.44,574.83,1454.59,309.4,"Křemenná, Prague - Uhříněves",50.037252,14.594891,"CZK 19,000",A,New-build,Brick,,,,Personal,1.0,Up to 10 years,,,,,,1.0,,,,
"CZK 19,990","CZK 2,579",722663,2+kk,7/15/2022,47 m²,Partly,4,,16.36,740.48,227.97,825.96,394.05,255.09,359.87,930.07,698.87,516.6,"U první baterie, Prague - Břevnov",50.08875722222,14.36535805555,"CZK 22,569",G,Very good,Brick,1.0,,,Personal,,,1.0,,,,,,"CZK 22,569",,,
"CZK 15,500","CZK 5,100",297993,2+kk,9/1/2022,47 m²,Unfurnished,1,,176.58,230.09,108.5,159.58,95.48,90.89,368.32,1791.05,236.96,388.65,"Sochařská, Prague - Bubeneč",50.1010011,14.4247159,"CZK 22,500",D,Good,Brick,,,Gas boiler,Personal,,10 to 30 years,,Standard,,,,,,,,
"CZK 16,000","CZK 2,500",680837,2+kk,9/1/2022,46 m²,Partly,1,1.0,185.89,367.78,102.03,297.75,115.28,388.56,182.97,117.73,320.38,588.19,"Štítného, Prague - Žižkov",50.08539965,14.45096325,"CZK 30,000",C,Very good,Other,,,Other,Personal,,Up to 10 years,,Standard,Complete,,,,,,,
"CZK 12,500","CZK 2,500",547589,Small studio,7/25/2022,31 m²,Partly,3,1.0,70.55,728.93,140.25,709.46,191.2,808.19,334.38,287.66,658.69,77.57,"Werichova, Prague - Hlubočepy",50.0311757,14.3683176,"CZK 15,000",,,Prefab concrete,,,Central,Cooperative,,,,,,,,,,,,
"CZK 18,000",CZK 0,643346,3+1,7/1/2022,150 m²,Fully furnished,4,1.0,214.25,181.57,128.84,537.84,22.84,387.73,222.92,228.73,910.15,687.16,"Záhřebská, Prague - Vinohrady",50.07212,14.437427,"CZK 18,000",G,Very good,Brick,,,,Personal,1.0,,1.0,,Interior,1.0,,,,,,
"CZK 18,500","CZK 2,500",531248,2+kk,8/1/2022,40 m²,Fully furnished,3,,232.35,639.23,694.32,275.43,313.44,485.84,767.32,564.61,1065.4,201.79,"Vostrovská, Prague - Dejvice",50.1001838,14.3671741,"CZK 18,500",B,Very good,Brick,,,Central,Personal,1.0,,,Standard,Complete,,,,,,,
"CZK 21,000","CZK 5,000",22345,2 bedroom,9/1/2022,65 m²,Fully furnished,1,1.0,236.26,605.2,312.04,1004.91,211.94,769.11,524.57,514.47,502.22,168.05,Prague - Střešovice,50.0866932,14.3818402,"CZK 21,000",D,Very good,Brick,,,Gas boiler,Personal,,Up to 10 years,,Luxurious,Complete,,,,,,,
"CZK 12,500","CZK 3,400",722609,Studio,6/16/2022,37 m²,Partly,4,1.0,309.2,1627.22,560.53,1608.77,1021.76,569.91,1353.45,1156.46,830.22,171.63,Prague - Vysočany,50.10531,14.51866,"CZK 12,500",C,New-build,Other,1.0,,,,1.0,,,,,1.0,,1.0,,,,
"CZK 25,000","CZK 4,008",722606,3+1,7/20/2022,85 m²,Fully furnished,2,,154.46,1508.07,59.59,1034.5,192.06,603.03,388.25,1239.55,680.48,252.78,Prague - Libeň,50.11324,14.47492,"CZK 50,000",G,Very good,Brick,1.0,1.0,Distance,,1.0,,,,Complete,,,,,,,
"CZK 12,500","CZK 3,500",625188,1 bedroom,7/1/2022,33 m²,Partly,3,1.0,382.18,834.65,310.63,775.3,354.2,1035.73,452.72,607.69,1285.09,236.29,"Jasmínová, Prague - Záběhlice",50.05592335,14.5109252,"CZK 16,000",G,Very good,Prefab concrete,,,,Personal,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",589972,3+kk,6/17/2022,64 m²,Partly,13,1.0,260.93,634.37,71.42,734.25,318.86,560.88,331.52,292.7,1358.01,58.42,"Chabařovická, Prague - Kobylisy",50.129853,14.476675,"CZK 32,000",C,Very good,Prefab concrete,,,Distance,Personal,,30 - 50 years,1.0,Standard,Complete,,,,,,,
"CZK 12,000","CZK 4,000",583304,2+kk,6/1/2022,45 m²,Fully furnished,1,,304.52,1463.55,1896.57,1990.27,402.55,1866.21,878.08,1783.5,2447.2,2001.81,"Savojská, Prague - Koloděje",50.063937,14.646024,"CZK 16,000",C,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 22,000","CZK 6,000",307224,2+kk,8/1/2022,55 m²,Fully furnished,1,,374.96,1461.85,1020.74,1437.09,912.67,1006.15,785.66,1700.18,276.38,50.96,"Na Císařce, Prague - Smíchov",50.0757996,14.3625905,"CZK 44,000",B,,Brick,,,Distance,Personal,,Up to 10 years,,Luxurious,,1.0,,,,,,
"CZK 14,000","CZK 6,000",30826,2 bedroom,7/15/2022,63 m²,Fully furnished,3,1.0,198.18,690.44,414.16,652.76,674.5,694.48,1119.8,923.03,678.65,93.26,"Pražská, Prague - Hostivař",50.0562157532,14.5220911503,"CZK 20,000",,Very good,Prefab concrete,1.0,,Distance,Personal,1.0,10 to 30 years,1.0,Standard,Complete,,,,,,,
"CZK 24,000","CZK 4,500",722549,2+kk,9/19/2022,65 m²,Fully furnished,3,,227.46,691.34,588.99,525.99,212.85,1168.42,616.53,267.86,519.55,82.08,Prague - Smíchov,50.06063,14.39124,"CZK 28,500",B,Very good,Low-energy,1.0,,,,1.0,,1.0,,,,1.0,,,,,
"CZK 18,000","CZK 3,000",143263,3+1,6/15/2022,72 m²,Unfurnished,2,,104.68,497.67,65.01,678.93,15.33,640.22,108.86,384.19,821.58,440.33,"Michelská, Prague - Michle",50.0518202,14.4548333,CZK 0,,,Brick,,,,Personal,,,1.0,,,,,,,,,
"CZK 12,500","CZK 2,500",372063,Studio,7/4/2022,32 m²,Fully furnished,2,1.0,264.06,247.88,95.4,1547.35,201.8,1006.37,974.75,601.43,762.15,163.43,Prague - Stodůlky,50.0473519,14.3034128,"CZK 15,000",B,New-build,Brick,,,,Personal,,,1.0,Standard,,,,,,,,
"CZK 12,000","CZK 3,000",722516,1 bedroom,6/16/2022,47 m²,Partly,2,,160.21,1021.15,397.28,808.04,348.32,1327.81,1129.23,167.52,1004.46,438.7,Prague - Košíře,50.06212,14.38259,"CZK 15,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 9,500","CZK 2,500",722515,Studio,7/1/2022,26 m²,Partly,4,,280.8,782.03,277.54,797.62,290.44,796.34,661.47,727.33,474.29,561.43,Prague - Vinohrady,50.06726,14.43361,"CZK 12,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,400",186307,2+kk,9/1/2022,40 m²,Fully furnished,1,,80.36,1341.01,546.73,659.58,103.48,4147.92,874.37,298.08,2106.88,513.64,"Ve Žlíbku, Prague - Horní Počernice",50.114987,14.6262925,CZK 0,A,Very good,Brick,1.0,,Gas boiler,Personal,1.0,,1.0,Luxurious,,,1.0,,,,,
"CZK 10,900","CZK 1,800",705981,Small studio,7/15/2022,22 m²,Partly,5,,260.4,278.74,125.28,286.08,82.86,246.37,13.56,215.34,150.96,628.07,"Husinecká, Prague - Žižkov",50.085698,14.4449948,"CZK 20,000",C,Very good,Other,,,Other,Personal,,Up to 10 years,1.0,Standard,Complete,,,,,,,
"CZK 15,000","CZK 3,050",664900,2+kk,7/1/2022,38 m²,Fully furnished,2,1.0,87.37,517.35,78.62,278.86,19.32,386.85,477.89,351.93,301.67,275.63,"Moskevská, Prague - Vršovice",50.06747,14.45994,"CZK 20,000",F,Very good,Brick,1.0,,Electric boiler,Personal,,,,,,,,,,,,
"CZK 19,990","CZK 3,000",585938,3+kk,8/1/2022,88 m²,Fully furnished,2,1.0,111.4,674.41,120.95,77.15,125.87,211.8,215.53,731.61,472.07,391.18,"Jungmannova, Prague - Nové Město",50.080022,14.421993,"CZK 46,000",D,Very good,Brick,,,Distance,Personal,,10 to 30 years,1.0,Standard,Complete,,,,,,,
"CZK 29,000","CZK 6,000",722448,3+kk,6/15/2022,95 m²,Fully furnished,5,1.0,56.16,403.14,47.44,161.93,21.47,288.24,496.51,976.85,1192.46,639.23,Prague - Smíchov,50.07216,14.4068,"CZK 35,000",E,Very good,Brick,,,,,1.0,,,,,,,,,,,
"CZK 18,999","CZK 2,500",722445,2+kk,6/15/2022,37 m²,Partly,8,1.0,144.7,763.81,668.35,1989.89,216.86,1102.14,1082.39,1173.5,1126.41,602.2,Prague - Lhotka,50.01389,14.45457,"CZK 40,000",D,New-build,Prefab concrete,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,,
"CZK 20,000","CZK 3,000",697883,2+kk,6/14/2022,60 m²,Fully furnished,2,1.0,448.87,1153.71,1147.2,1774.13,964.95,1240.99,791.13,422.02,1081.59,652.85,"Naskové, Prague - Košíře",50.06164,14.36178,"CZK 40,000",A,New-build,Prefab concrete,1.0,,,Personal,1.0,Up to 10 years,,Luxurious,,,1.0,1.0,,,,
"CZK 13,000","CZK 3,000",722440,2+kk,6/15/2022,55 m²,Unfurnished,4,1.0,1.52,767.95,57.57,633.95,210.2,651.28,403.49,331.48,799.62,309.42,Prague - Vršovice,50.07084,14.4633,"CZK 20,000",G,Good,Brick,,,,,,,1.0,,,,,,,,,
"CZK 11,000","CZK 4,000",722428,1 bedroom,6/20/2022,31 m²,Partly,6,,134.0,560.89,148.27,865.36,324.98,73.32,240.67,683.92,272.34,209.96,Prague - Záběhlice,50.05717,14.49623,"CZK 30,000",G,Good,Prefab concrete,,1.0,,,,,,,,,,,,,,
"CZK 13,200","CZK 2,450",608060,Studio,8/1/2022,39 m²,,3,1.0,67.67,474.6,401.56,376.35,444.83,401.27,240.87,541.34,1086.24,425.05,"Československého exilu, Prague - Modřany",50.008761,14.415273,CZK 1,B,New-build,Brick,,,,Personal,,,1.0,,,,,1.0,,,,
"CZK 16,000","CZK 3,500",661613,1 bedroom,8/15/2022,41 m²,Fully furnished,3,1.0,293.92,0.2,29.87,297.83,118.97,332.9,339.16,471.52,599.22,357.62,"Kubelíkova, Prague - Žižkov",50.08232,14.4525,"CZK 16,000",G,Very good,Brick,,,Gas boiler,Personal,,Over 50 years,,Standard,Complete,,,,,,,
"CZK 14,300","CZK 4,600",381562,Studio,6/20/2022,33 m²,Fully furnished,,1.0,192.47,543.74,59.46,292.88,128.37,185.66,228.49,1176.71,548.26,251.57,"Musílkova, Prague - Košíře",50.0686179,14.369871,"CZK 18,900",C,,Prefab concrete,1.0,,Central,Personal,,,,,,,,,,,,
"CZK 42,000","CZK 4,000",493250,4+kk,9/1/2022,120 m²,Fully furnished,4,1.0,53.92,538.86,168.02,225.58,152.55,374.45,204.73,580.22,396.3,278.64,"Jilemnického, Prague - Bubeneč",50.1001381,14.401636,"CZK 42,000",,,Brick,1.0,,,Personal,,,1.0,,,,,,,,,
"CZK 15,000","CZK 4,000",449204,2+kk,6/15/2022,49 m²,Fully furnished,2,1.0,270.47,524.06,229.08,263.74,183.47,637.19,301.72,204.81,533.17,219.53,"Křišťanova, Prague - Žižkov",50.080914047543,14.457678969311,"CZK 30,000",C,Good,Brick,1.0,1.0,,Personal,,,,Standard,Interior,,,,,,,
"CZK 14,000","CZK 4,500",722317,2 bedroom,9/1/2022,55 m²,Unfurnished,4,1.0,165.22,511.78,369.3,393.72,418.49,366.97,303.26,380.61,895.03,135.81,Prague - Vokovice,50.09658,14.35531,"CZK 28,000",G,Good,Prefab concrete,1.0,1.0,,,,,,,,,,,,,,
"CZK 16,500","CZK 2,800",722297,2 bedroom,7/1/2022,55 m²,Partly,,,299.69,776.56,327.57,450.02,268.96,562.24,321.68,304.22,654.83,397.01,Prague - Vršovice,50.06974,14.46197,"CZK 16,500",C,Very good,Brick,,,Central,Personal,,,,,Complete,,,,,,,
"CZK 25,000",CZK 0,722224,Other,6/25/2022,30 m²,Fully furnished,1,,359.12,1519.02,850.75,1721.86,432.63,768.48,886.61,2388.22,703.17,309.57,Prague - Újezd nad Lesy,50.08156,14.64289,CZK 500,G,Very good,Brick,,,,,,,,Standard,,,,,,,,
"CZK 13,000","CZK 4,500",546070,Studio,7/1/2022,34 m²,Fully furnished,1,,390.26,392.51,566.91,846.35,295.0,343.6,453.69,723.14,703.02,145.55,"Stará náves, Prague - Letňany",50.138952817143,14.513084457672,"CZK 17,500",A,New-build,Brick,,,Distance,Personal,1.0,Up to 10 years,,Standard,Complete,,,1.0,,,,
"CZK 22,000",CZK 600,694221,1 bedroom,8/1/2022,58 m²,Fully furnished,3,1.0,89.88,369.82,71.41,254.71,45.66,98.42,357.31,327.09,560.2,269.09,"Korunní, Prague - Vinohrady",50.0755,14.45124,"CZK 44,000",G,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",722236,1 bedroom,8/1/2022,41 m²,Partly,1,,206.33,974.62,82.03,415.77,52.49,260.26,208.79,327.87,302.84,81.99,Prague - Nové Město,50.06826,14.417,"CZK 15,000",G,Good,Brick,,,,,,,1.0,,,,,,,,,
"CZK 18,000","CZK 1,300",718466,2+kk,7/14/2022,56 m²,Fully furnished,5,1.0,531.4,1050.41,259.34,1026.34,766.86,666.48,549.97,580.86,1348.22,125.03,"Zakšínská, Prague - Střížkov",50.1307421,14.4956911,"CZK 10,000",G,Very good,Brick,,1.0,Distance,Personal,,Up to 10 years,,Standard,,,,,,,,
"CZK 8,500","CZK 1,000",513350,2+kk,7/1/2022,38 m²,Unfurnished,3,1.0,165.19,1206.29,215.33,848.64,307.57,1300.81,108.43,193.39,636.08,239.7,Prague - Vysočany,50.1011438,14.4909086,"CZK 25,000",E,Good,Brick,,,Gas boiler,Personal,,Over 50 years,,Standard,,,,,,,,
"CZK 27,000","CZK 2,500",587510,3+kk,7/1/2022,85 m²,Partly,3,1.0,82.76,1418.26,732.97,1325.77,77.39,1384.05,1550.63,1536.11,1515.7,336.41,"Filmařská, Prague - Hlubočepy",50.030489,14.392772,"CZK 30,000",C,Very good,Brick,,,Gas boiler,Personal,,Up to 10 years,1.0,Luxurious,,1.0,1.0,,,,,
"CZK 13,000","CZK 5,800",721570,2 bedroom,7/29/2022,53 m²,Partly,3,1.0,138.8,486.53,135.17,199.77,183.41,217.54,300.08,184.11,703.62,67.51,Prague - Břevnov,50.08737,14.34416,"CZK 20,000",G,Very good,Prefab concrete,1.0,,Distance,Personal,,,,Standard,Bathroom unit,,,,,,,
"CZK 19,500","CZK 5,500",74790,2 bedroom,6/8/2022,75 m²,Fully furnished,5,1.0,66.34,956.42,421.88,1191.14,379.58,558.18,685.36,989.8,1423.64,574.31,"Davídkova, Prague - Libeň",50.1193735,14.4697848,"CZK 25,000",,,Brick,,,Central,Personal,,,1.0,,,1.0,,1.0,,,,
"CZK 19,000","CZK 5,800",572133,3+kk,6/15/2022,78 m²,,10,1.0,208.27,302.11,303.29,330.77,316.18,322.95,311.11,252.63,713.99,63.55,"Bronzová, Prague - Stodůlky",50.0457781,14.3302232,"CZK 19,000",C,Good,Prefab concrete,1.0,,Distance,Personal,,10 to 30 years,1.0,Standard,Complete,,,,,,,
"CZK 22,900",CZK 0,308726,4+kk,7/4/2022,97 m²,Fully furnished,1,1.0,145.59,689.06,91.99,114.73,157.68,217.69,361.03,384.15,330.28,301.85,"Zelenky-Hajského, Prague - Žižkov",50.0884267,14.467243,"CZK 35,000",,Very good,Brick,1.0,,Gas boiler,Personal,,Up to 10 years,,,,,,,,,,
"CZK 28,000","CZK 7,500",322699,4+kk,8/1/2022,110 m²,Partly,4,1.0,227.08,1365.83,680.53,1273.33,259.03,1331.61,1498.19,1483.67,1463.26,198.92,Prague - Hlubočepy,50.0314899,14.3921594,"CZK 38,000",A,New-build,Brick,,,Central,Personal,1.0,,1.0,Luxurious,,,,1.0,,,,
"CZK 12,000","CZK 4,200",564493,2 bedroom,6/20/2022,53 m²,Partly,4,1.0,153.36,506.07,495.79,454.03,385.82,502.02,742.78,737.89,923.12,242.95,"Práčská, Prague - Záběhlice",50.05405,14.5116025,"CZK 20,000",C,,Prefab concrete,,1.0,Distance,Personal,,,,,,,,,,,,
"CZK 13,990","CZK 3,199",721913,2+kk,7/15/2022,52 m²,Fully furnished,3,,175.5,557.01,93.99,369.38,75.82,249.97,538.76,820.33,304.49,278.96,"V háji, Prague - Holešovice",50.105499267578,14.453900337219,"CZK 17,189",C,Very good,Brick,1.0,,,Personal,,,1.0,,,,,,"CZK 17,189",,,
"CZK 19,900","CZK 5,500",591911,3+kk,6/30/2022,60 m²,Fully furnished,3,1.0,,,,,,,,,,,"Kubelíkova, Prague - Žižkov",50.082319,14.452574,"CZK 35,000",E,Good,Brick,1.0,,Gas boiler,Personal,,10 to 30 years,,Standard,Complete,,,,,,,
"CZK 23,000","CZK 5,400",720810,2+kk,8/1/2022,62 m²,Partly,2,1.0,164.21,358.69,107.09,216.93,128.45,168.62,648.61,473.47,733.73,208.66,Prague - Žižkov,50.0783,14.45922,"CZK 23,000",B,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 3,000",458341,Studio,7/15/2022,36 m²,Fully furnished,4,1.0,234.98,880.64,487.66,692.63,612.25,395.57,520.29,551.73,1320.65,429.98,"Modenská, Prague - Horní Měcholupy",50.0407835,14.5684987,"CZK 20,000",A,New-build,Low-energy,,,Central,Personal,,Up to 10 years,1.0,Luxurious,,,1.0,1.0,,,,
"CZK 12,990","CZK 3,936",713415,2 bedroom,7/15/2022,57 m²,,2,1.0,165.35,1019.67,411.49,489.09,572.52,576.0,224.29,147.73,405.09,281.08,"Chlebovická, Prague - Letňany",50.13219944444,14.50963111111,"CZK 16,926",C,Very good,Prefab concrete,1.0,1.0,,Personal,,,,,,,,,"CZK 16,926",,,
"CZK 16,000","CZK 3,500",710659,2 bedroom,6/7/2022,49 m²,Fully furnished,1,1.0,137.6,432.89,114.92,121.53,39.32,202.26,390.92,465.26,229.49,492.19,"Mikovcova, Prague - Vinohrady",50.0765,14.43062,"CZK 32,000",C,Good,Brick,1.0,,,Cooperative,,,,Standard,Exterior,,,,,,,
"CZK 14,000","CZK 3,500",699944,Studio,7/1/2022,32 m²,Partly,2,1.0,307.67,1000.95,645.3,858.3,678.86,921.72,559.15,940.69,775.23,252.82,"Wiesenthalova, Prague - Řeporyje",50.03951,14.32074,"CZK 28,000",C,New-build,Prefab concrete,,,Distance,Personal,1.0,Up to 10 years,,Luxurious,,1.0,,,,,,
"CZK 12,500","CZK 2,000",718598,5+1,6/1/2022,155 m²,Unfurnished,7,1.0,185.96,157.3,207.9,573.15,305.36,243.77,755.51,356.3,817.23,457.37,"U Stírky, Prague - Libeň",50.11997,14.46192,"CZK 15,000",G,Very good,Brick,,,Gas boiler,Personal,,10 to 30 years,1.0,Standard,,,,,,,,
"CZK 11,990","CZK 1,832",721355,Studio,7/15/2022,32 m²,Unfurnished,1,,125.74,1146.22,511.32,3648.35,614.73,1206.09,628.93,748.82,2686.03,528.71,"Zaječická, Prague - Čimice",50.14475222222,14.43788305555,"CZK 13,822",C,Very good,Brick,1.0,,,Personal,,,,,,,,,"CZK 13,822",,,
